Puesto de trabajo,Orden de p,      Cant. Producida,       Valor Est.,     Cant. Producida,    Valor Est. Producida,     Cant. Constrastada,       Valor Est. Contrastada,merma rec.,    Valor Est. Merma,c.costo,total producido,merma no recuperada
PL659-K,13365354,18338.0,197900.22,916,5523.7,20106.0,161295.37,852.0,1776.36,ASHE-PL659,19254.0,0.0
PL659-K,13367189,18650.0,194880.17,186,1121.62,20478.0,157534.99,1642.0,3423.46,ASHE-PL659,18836.0,0.0
PL659-K,13367190,7202.0,67485.33,881,5312.65,8269.0,54850.42,186.0,387.8,ASHE-PL659,8083.0,0.0
PL659-K,13367191,14348.0,157797.17,846,5101.58,15783.0,129280.61,589.0,1228.02,ASHE-PL659,15194.0,0.0
PL659-K,13369119,20172.0,220294.98,682,4112.63,21788.0,176851.24,934.0,1947.32,ASHE-PL659,20854.0,0.0
PL659-K,13369120,4120.0,41395.79,574,3461.36,4695.0,34106.13,93.88,195.73,ASHE-PL659,4694.0,-92.88000000000011
PL659-K,13369121,17284.0,172377.3,1966,11855.45,19250.0,139598.32,385.0,802.7,ASHE-PL659,19250.0,-385.0
PL659-K,13369122,1960.0,18339.9,0,0.0,2086.0,13867.31,126.0,262.7,ASHE-PL659,1960.0,0.0
PL659-K,13370181,10944.0,107154.01,1160,6995.08,12343.0,86561.09,0.0,0.0,ASHE-PL659,12104.0,239.0
PL659-K,13370182,7322.0,75344.62,758,4570.92,8080.0,60867.54,161.6,336.92,ASHE-PL659,8080.0,-161.60000000000036
PL659-K,13370183,9284.0,92368.28,1260,7598.1,11300.0,80997.72,756.0,1576.21,ASHE-PL659,10544.0,0.0
PL659-K,13370184,9868.0,92335.78,0,0.0,10688.0,71051.69,820.0,1709.64,ASHE-PL659,9868.0,0.0
PL659-K,13370186,23152.0,244201.05,2738,16510.8,27175.0,211626.65,1285.0,2679.13,ASHE-PL659,25890.0,0.0
PL659-K,13370187,5446.0,54037.12,1155,6964.93,6601.0,47540.2,132.02,275.25,ASHE-PL659,6601.0,-132.02000000000044
PL659-K,13370188,1526.0,16512.22,500,3015.12,2026.0,16253.08,40.52,84.48,ASHE-PL659,2026.0,-40.51999999999998
PL659-K,13370190,13202.0,131901.98,1872,11288.61,16027.0,116849.99,953.0,1986.93,ASHE-PL659,15074.0,0.0
PL659-K,13370191,8720.0,83182.17,1624,9793.11,10809.0,73786.33,465.0,969.49,ASHE-PL659,10344.0,0.0
PL659-K,13376661,7886.0,78789.49,2080,12542.9,10595.0,62517.17,199.32,415.57,ASHE-PL659,9966.0,429.6800000000003
PL659-K,13381347,3298.0,30859.68,900,5427.22,4749.0,31570.4,83.96,175.05,ASHE-PL659,4198.0,467.03999999999996
PL659-K1,13361329,41458.0,402532.74,3142,18947.01,44948.0,311618.19,0.0,0.0,ASHE-PL659,44600.0,348.0
PL659-K1,13361331,7578.0,70551.86,1700,10251.41,9443.0,67794.7,165.0,344.01,ASHE-PL659,9278.0,0.0
PL659-K1,13361848,1400.0,15135.58,220,1326.65,1664.0,13434.0,0.0,0.0,ASHE-PL659,1620.0,44.0
PL659-K1,13361849,31024.0,335247.55,9736,58710.42,40760.0,328866.35,0.0,0.0,ASHE-PL659,40760.0,0.0
PL659-K1,13362095,17916.0,194235.77,12074,130899.9,31028.0,203638.02,1038.0,2164.16,ASHE-PL659,29990.0,0.0
PL659-K1,13362096,181974.0,1614486.05,55280,485298.64,237002.0,1462842.66,0.0,0.0,ASHE-PL659,237254.0,-252.0
PL659-K1,13362097,60364.0,666329.23,7684,84819.99,68848.0,465152.24,800.0,1667.94,ASHE-PL659,68048.0,0.0
PL659-K1,13362098,16312.0,144721.2,1862,16519.79,18707.0,115464.84,0.0,0.0,ASHE-PL659,18174.0,533.0
PL659-K1,13362100,71920.0,748524.6,8570,89194.34,84266.0,520113.35,0.0,0.0,ASHE-PL659,80490.0,3776.0
PL659-K1,13362101,12016.0,132638.86,2052,22651.04,14443.0,97580.09,0.0,0.0,ASHE-PL659,14068.0,375.0
PL659-K1,13362103,16614.0,179987.45,6122,66322.57,23438.0,153824.54,0.0,0.0,ASHE-PL659,22736.0,702.0
PL659-K1,13364172,18424.0,180519.64,2652,15992.2,23290.0,163332.06,0.0,0.0,ASHE-PL659,21076.0,2214.0
PL659-K1,13364174,15276.0,149675.32,1590,9588.08,17481.0,122593.71,615.0,1282.23,ASHE-PL659,16866.0,0.0
PL659-K1,13364175,5636.0,55182.76,200,1206.05,6813.0,47779.35,0.0,0.0,ASHE-PL659,5836.0,977.0
PL659-K1,13364176,40860.0,444257.69,0,0.0,42131.0,340137.04,1271.0,2649.95,ASHE-PL659,40860.0,0.0
PL659-K1,13364177,49008.0,481558.51,3514,21190.26,54190.0,385162.48,1668.0,3477.66,ASHE-PL659,52522.0,0.0
PL659-K1,13365355,59702.0,529680.36,21057,160120.18,80759.0,498467.18,0.0,0.0,ASHE-PL659,80759.0,0.0
PL659-K1,13365465,25990.0,252347.58,2892,17439.46,29769.0,206384.31,887.0,1849.33,ASHE-PL659,28882.0,0.0
PL659-K1,13365930,23612.0,256725.69,4910,29608.48,29391.0,237282.95,0.0,0.0,ASHE-PL659,28522.0,869.0
PL659-K1,13367188,28826.0,311398.63,2996,18066.6,32790.0,213955.72,968.0,2018.21,ASHE-PL659,31822.0,0.0
PL659-K1,13367518,2736.0,29675.23,1473,8882.54,4276.0,28083.45,67.0,139.69,ASHE-PL659,4209.0,0.0
PL659-K1,13367519,16344.0,175516.24,6216,37483.97,23370.0,185607.82,810.0,1688.79,ASHE-PL659,22560.0,0.0
PL659-K1,13367520,5412.0,57963.05,678,4088.5,6722.0,53387.06,0.0,0.0,ASHE-PL659,6090.0,632.0
PL659-K1,13367521,1948.0,18953.2,561,3382.96,2509.0,17595.54,0.0,0.0,ASHE-PL659,2509.0,0.0
PL659-K1,13368363,8214.0,89118.46,1946,11734.85,10230.0,82975.73,70.0,145.95,ASHE-PL659,10160.0,0.0
PL659-K1,13369117,18072.0,194808.05,540,3256.33,19161.0,154099.66,549.0,1144.63,ASHE-PL659,18612.0,0.0
PL659-K1,13369118,4754.0,51578.9,0,0.0,4848.0,39322.22,0.0,0.0,ASHE-PL659,4754.0,94.0
PL659-K1,13370169,8472.0,82258.12,812,4896.56,9284.0,64364.67,0.0,0.0,ASHE-PL659,9284.0,0.0
PL659-K1,13370174,3374.0,35878.47,0,0.0,4537.0,35839.95,0.0,0.0,ASHE-PL659,3374.0,1163.0
PL659-K1,13371654,10128.0,90997.74,3380,20382.21,13754.0,86413.23,246.0,512.89,ASHE-PL659,13508.0,0.0
PL659-K1,13371657,2552.0,27675.11,1274,7682.53,3950.0,31767.32,0.0,0.0,ASHE-PL659,3826.0,124.0
PL659-K1,13372813,21360.0,234519.15,3318,20008.34,24678.0,165298.92,0.0,0.0,ASHE-PL659,24678.0,0.0
PL659-K1,13372941,17924.0,172148.36,1490,8985.06,20119.0,138623.93,705.0,1469.88,ASHE-PL659,19414.0,0.0
PL659-K1,13372942,13070.0,126231.64,2790,16824.37,17445.0,120199.53,1585.0,3304.61,ASHE-PL659,15860.0,0.0
PL659-K1,13374111,201314.0,2107640.84,46994,491999.92,253375.0,1570489.21,0.0,0.0,ASHE-PL659,248308.0,5067.0
PL659-K1,13375322,23416.0,216365.29,2098,12651.44,25970.0,169663.58,456.0,950.73,ASHE-PL659,25514.0,0.0
PL659-K1,13377655,15677.0,170451.01,0,0.0,15677.0,126565.43,0.0,0.0,ASHE-PL659,15677.0,0.0
PL659-K1,13378846,25608.0,251627.27,0,0.0,26449.0,187989.72,841.0,1753.43,ASHE-PL659,25608.0,0.0
PL659-K1,13378850,5810.0,62609.6,0,0.0,6012.0,39072.17,202.0,421.16,ASHE-PL659,5810.0,0.0
PL659-K1,13379685,10910.0,120277.08,184,1109.56,11387.0,76776.38,293.0,610.88,ASHE-PL659,11094.0,0.0
PL659-K1,13380316,22884.0,224860.92,2272,13700.7,25821.0,183526.1,0.0,0.0,ASHE-PL659,25156.0,665.0
PL659-K1,13380479,14160.0,139137.85,990,5969.94,15786.0,112201.04,0.0,0.0,ASHE-PL659,15150.0,636.0
PL659-K1,13380481,706.0,7607.98,1299,7833.28,2005.0,13030.56,0.0,0.0,ASHE-PL659,2005.0,0.0
PL659-K1,13381353,1868.0,18355.19,276,1664.35,2144.0,15238.76,0.0,0.0,ASHE-PL659,2144.0,0.0
PL659-R,13361856,31724.0,332200.42,0,0.0,31944.0,339393.16,0.0,0.0,ASHE-PL659,31724.0,220.0
PL659-R,13361857,12712.0,135339.57,0,0.0,12764.0,82091.4,0.0,0.0,ASHE-PL659,12712.0,52.0
PL659-R,13361859,21102.0,222679.72,0,0.0,21302.0,228050.47,0.0,0.0,ASHE-PL659,21102.0,200.0
PL659-R,13362903,2310.0,28254.14,0,0.0,2358.0,29202.13,0.0,0.0,ASHE-PL659,2310.0,48.0
PL659-R,13362949,26812.0,285385.59,0,0.0,26952.0,291000.74,0.0,0.0,ASHE-PL659,26812.0,140.0
PL659-R,13363565,18660.0,241299.73,0,0.0,19066.0,249467.93,0.0,0.0,ASHE-PL659,18660.0,406.0
PL659-R,13363566,16200.0,170951.14,0,0.0,16372.0,175271.92,0.0,0.0,ASHE-PL659,16200.0,172.0
PL659-R,13363842,2926.0,30692.71,0,0.0,3026.0,32204.81,0.0,0.0,ASHE-PL659,2926.0,100.0
PL659-R,13363843,9330.0,99296.76,0,0.0,9402.0,80222.18,0.0,0.0,ASHE-PL659,9330.0,72.0
PL659-R,13363851,200690.0,2111545.83,0,0.0,203112.0,2168115.07,0.0,0.0,ASHE-PL659,200690.0,2422.0
PL659-R,13363858,2408.0,25268.4,0,0.0,2410.0,15141.36,0.0,0.0,ASHE-PL659,2408.0,2.0
PL659-R,13364511,4290.0,52483.18,0,0.0,4308.0,43080.95,0.0,0.0,ASHE-PL659,4290.0,18.0
PL659-R,13365345,6046.0,63311.24,0,0.0,6136.0,65192.79,0.0,0.0,ASHE-PL659,6046.0,90.0
PL659-R,13365356,129098.0,1326949.29,0,0.0,130408.0,1360373.21,0.0,0.0,ASHE-PL659,129098.0,1310.0
PL659-R,13366802,55338.0,584728.42,0,0.0,55768.0,597807.27,0.0,0.0,ASHE-PL659,55338.0,430.0
PL659-R,13367808,4842.0,53752.06,0,0.0,4856.0,48827.61,0.0,0.0,ASHE-PL659,4842.0,14.0
PL659-R,13367812,1068.0,11543.05,0,0.0,1070.0,10646.67,0.0,0.0,ASHE-PL659,1068.0,2.0
PL659-R,13368285,4420.0,65728.1,0,0.0,4420.0,47080.43,0.0,0.0,ASHE-PL659,4420.0,0.0
PL659-R,13368364,10914.0,114615.01,0,0.0,10956.0,116732.89,0.0,0.0,ASHE-PL659,10914.0,42.0
PL659-R,13368869,2440.0,30429.73,0,0.0,2442.0,25634.41,0.0,0.0,ASHE-PL659,2440.0,2.0
PL659-R,13368871,53489.0,562780.76,0,0.0,54082.0,577297.25,0.0,0.0,ASHE-PL659,53489.0,593.0
PL659-R,13370161,60886.0,638908.42,0,0.0,60980.0,649227.84,0.0,0.0,ASHE-PL659,60886.0,94.0
PL659-R,13371655,37090.0,398791.29,0,0.0,37558.0,409571.5,0.0,0.0,ASHE-PL659,37090.0,468.0
PL659-R,13374108,41528.0,435614.17,0,0.0,41944.0,446397.43,0.0,0.0,ASHE-PL659,41528.0,416.0
PL659-R,13374109,21850.0,229850.2,0,0.0,22158.0,236481.48,0.0,0.0,ASHE-PL659,21850.0,308.0
PL659-R,13374194,24762.0,260495.53,0,0.0,24904.0,265800.89,0.0,0.0,ASHE-PL659,24762.0,142.0
PL659-R,13374818,40486.0,435140.69,0,0.0,40972.0,440364.22,0.0,0.0,ASHE-PL659,40486.0,486.0
PL659-R,13374896,4226.0,44473.71,0,0.0,4262.0,45504.86,0.0,0.0,ASHE-PL659,4226.0,36.0
PL659-R,13375928,7298.0,77161.82,0,0.0,7374.0,79093.97,0.0,0.0,ASHE-PL659,7298.0,76.0
PL659-R,13375947,10584.0,113704.98,0,0.0,10656.0,116109.37,0.0,0.0,ASHE-PL659,10584.0,72.0
PL659-R,13376218,8020.0,86144.91,0,0.0,8152.0,88810.42,0.0,0.0,ASHE-PL659,8020.0,132.0
PL659-R,13376242,21012.0,221076.28,0,0.0,21260.0,226939.45,0.0,0.0,ASHE-PL659,21012.0,248.0
PL659-R,13376243,9684.0,101623.31,0,0.0,9724.0,80879.67,0.0,0.0,ASHE-PL659,9684.0,40.0
PL659-R,13376456,15964.0,166466.84,0,0.0,16190.0,171301.38,0.0,0.0,ASHE-PL659,15964.0,226.0
PL659-R,13378848,7830.0,82196.04,0,0.0,7856.0,83671.34,0.0,0.0,ASHE-PL659,7830.0,26.0
PL659-R,13378849,1682.0,16381.6,0,0.0,1710.0,11098.77,0.0,0.0,ASHE-PL659,1682.0,28.0
PL659-R,13379517,1822.0,19119.19,0,0.0,1822.0,19398.05,0.0,0.0,ASHE-PL659,1822.0,0.0
PL659-R,13379795,9238.0,99251.78,0,0.0,9440.0,101422.05,0.0,0.0,ASHE-PL659,9238.0,202.0
PL659-R,13379801,3664.0,39033.04,0,0.0,3676.0,39723.49,0.0,0.0,ASHE-PL659,3664.0,12.0
PL659-R,13379803,8230.0,87910.63,0,0.0,8292.0,70751.16,0.0,0.0,ASHE-PL659,8230.0,62.0
PL659-R,13380319,2218.0,21470.97,0,0.0,2280.0,22420.11,0.0,0.0,ASHE-PL659,2218.0,62.0
PL659-R,13381317,2050.0,21817.62,0,0.0,2058.0,22217.74,0.0,0.0,ASHE-PL659,2050.0,8.0
PL659-U,13361160,18988.0,285988.73,0,0.0,18988.0,206450.45,0.0,0.0,ASHE-PL659,18988.0,0.0
PL659-U,13361340,24580.0,343798.98,0,0.0,24580.0,240836.57,0.0,0.0,ASHE-PL659,24580.0,0.0
PL659-U,13361641,13630.0,205288.93,458,2761.85,14088.0,153174.32,0.0,0.0,ASHE-PL659,14088.0,0.0
PL659-U,13361850,10516.0,158387.25,0,0.0,10516.0,114337.1,0.0,0.0,ASHE-PL659,10516.0,0.0
PL659-U,13361858,24460.0,340445.02,480,2894.52,24940.0,242655.48,0.0,0.0,ASHE-PL659,24940.0,0.0
PL659-U,13362104,9546.0,143479.62,8370,50473.1,17916.0,194235.77,0.0,0.0,ASHE-PL659,17916.0,0.0
PL659-U,13362145,251448.0,3284147.12,6480,39075.96,259268.0,2300243.87,0.0,0.0,ASHE-PL659,257928.0,1340.0
PL659-U,13362146,50598.0,770475.46,0,0.0,51516.0,568660.4,0.0,0.0,ASHE-PL659,50598.0,918.0
PL659-U,13362148,63857.0,926915.71,8062,48615.78,71920.0,748524.6,0.0,0.0,ASHE-PL659,71919.0,1.0
PL659-U,13362149,12016.0,182035.55,0,0.0,12016.0,132638.86,0.0,0.0,ASHE-PL659,12016.0,0.0
PL659-U,13362150,16614.0,248233.6,0,0.0,16614.0,179987.45,0.0,0.0,ASHE-PL659,16614.0,0.0
PL659-U,13363840,37738.0,524493.3,2398,14460.51,40308.0,391366.92,0.0,0.0,ASHE-PL659,40136.0,172.0
PL659-U,13365931,26126.0,393498.07,1632,9841.35,27758.0,301803.83,0.0,0.0,ASHE-PL659,27758.0,0.0
PL659-U,13366033,16078.0,209993.78,234,1411.08,16312.0,144721.2,0.0,0.0,ASHE-PL659,16312.0,0.0
PL659-U,13366803,32766.0,455391.05,952,5740.79,33718.0,327381.88,0.0,0.0,ASHE-PL659,33718.0,0.0
PL659-U,13367809,23236.0,322940.44,2754,16607.28,25990.0,252347.58,0.0,0.0,ASHE-PL659,25990.0,0.0
PL659-U,13367814,47120.0,661709.94,3434,20707.84,50554.0,496749.67,0.0,0.0,ASHE-PL659,50554.0,0.0
PL659-U,13367815,20512.0,285495.06,1152,6946.84,21664.0,210781.4,0.0,0.0,ASHE-PL659,21664.0,0.0
PL659-U,13367816,0.0,0.0,3492,21057.6,3492.0,37630.42,0.0,0.0,ASHE-PL659,3492.0,0.0
PL659-U,13367817,19630.0,273218.96,0,0.0,19672.0,191400.11,42.0,87.57,ASHE-PL659,19630.0,0.0
PL659-U,13367818,8894.0,123063.87,0,0.0,8894.0,85808.07,0.0,0.0,ASHE-PL659,8894.0,0.0
PL659-U,13367819,19190.0,268276.0,220,1326.65,19410.0,190045.63,0.0,0.0,ASHE-PL659,19410.0,0.0
PL659-U,13367820,15064.0,210699.27,1328,8008.16,16392.0,160609.96,0.0,0.0,ASHE-PL659,16392.0,0.0
PL659-U,13367821,19354.0,267994.66,148,892.48,19502.0,188352.67,0.0,0.0,ASHE-PL659,19502.0,0.0
PL659-U,13367822,4100.0,61752.36,0,0.0,4100.0,44577.99,0.0,0.0,ASHE-PL659,4100.0,0.0
PL659-U,13367824,41544.0,639391.63,1376,8297.61,42992.0,481589.51,72.0,150.11,ASHE-PL659,42920.0,0.0
PL659-U,13367985,16546.0,233246.5,0,0.0,16546.0,163472.66,0.0,0.0,ASHE-PL659,16546.0,0.0
PL659-U,13367986,9430.0,146534.1,2798,16872.62,12228.0,138791.1,0.0,0.0,ASHE-PL659,12228.0,0.0
PL659-U,13368082,23602.0,217722.82,894,5391.04,24496.0,264622.94,0.0,0.0,ASHE-PL659,24496.0,0.0
PL659-U,13368867,1474.0,31407.3,542,3268.39,2016.0,18401.28,0.0,0.0,ASHE-PL659,2016.0,0.0
PL659-U,13368868,43142.0,649785.41,0,0.0,43142.0,469069.15,0.0,0.0,ASHE-PL659,43142.0,0.0
PL659-U,13369132,22994.0,321361.38,0,0.0,22994.0,225941.82,0.0,0.0,ASHE-PL659,22994.0,0.0
PL659-U,13370193,5640.0,78847.14,0,0.0,5636.0,55182.76,0.0,0.0,ASHE-PL659,5640.0,-4.0
PL659-U,13370194,1724.0,25966.11,0,0.0,1724.0,18744.5,0.0,0.0,ASHE-PL659,1724.0,0.0
PL659-U,13370196,2090.0,31432.72,0,0.0,2090.0,22677.98,0.0,0.0,ASHE-PL659,2090.0,0.0
PL659-U,13374112,194360.0,2848985.18,0,0.0,195912.0,2051085.04,0.0,0.0,ASHE-PL659,194360.0,1552.0
PL659-U,13374113,17924.0,247229.68,0,0.0,17924.0,172148.36,0.0,0.0,ASHE-PL659,17924.0,0.0
PL659-U,13376600,17542.0,165763.85,0,0.0,17542.0,192599.96,0.0,0.0,ASHE-PL659,17542.0,0.0
PL659-U,13376660,23416.0,314451.82,0,0.0,23416.0,216365.29,0.0,0.0,ASHE-PL659,23416.0,0.0
PL659-U,13377619,17393.0,261965.56,0,0.0,17393.0,189108.53,0.0,0.0,ASHE-PL659,17393.0,0.0
PL659-U,13377620,38032.0,557484.1,2068,12470.54,40484.0,423844.0,0.0,0.0,ASHE-PL659,40100.0,384.0
PL659-U,13378847,18526.0,286881.96,0,0.0,19274.0,189388.63,0.0,0.0,ASHE-PL659,18526.0,748.0
PL659-U,13379686,9918.0,93856.41,0,0.0,9918.0,109340.79,0.0,0.0,ASHE-PL659,9918.0,0.0
PL659-U,13380317,20086.0,282069.31,1764,10637.34,21850.0,214700.71,0.0,0.0,ASHE-PL659,21850.0,0.0
PL659-U,13380480,8088.0,113618.29,0,0.0,8088.0,79473.65,0.0,0.0,ASHE-PL659,8088.0,0.0
PL659-U,13381349,5994.0,55302.33,522,3147.79,6516.0,70217.58,0.0,0.0,ASHE-PL659,6516.0,0.0
PL659-U,13381350,864.0,12133.22,1004,6054.36,1868.0,18355.19,0.0,0.0,ASHE-PL659,1868.0,0.0
PL659-U,13381664,1520.0,21156.03,428,2580.94,1948.0,18953.2,0.0,0.0,ASHE-PL659,1948.0,0.0
PL674,13374284,0.0,0.0,0,0.0,31954.0,160718.08,0.0,0.0,,0.0,31954.0
PL675,13374284,0.0,0.0,0,0.0,31954.0,160718.08,0.0,0.0,,0.0,31954.0
PL700,13351497,533606.0,4043420.75,790,5986.26,578165.0,2976682.5,35097.075,73174.95,ASNA-PL700,534396.0,8671.925000000047
PL700,13351502,12977.0,95791.94,0,0.0,16800.0,86494.8,3570.678,7444.61,ASNA-PL700,12977.0,252.32200000000012
PL700,13351503,2829.0,20625.61,0,0.0,4212.0,21221.53,1320.1,2752.31,ASNA-PL700,2829.0,62.90000000000009
PL700,13357697,1302612.0,8970971.51,29522,223025.73,1485432.0,7624053.92,131016.829,273160.9,ASNA-PL700,1332134.0,22281.17100000009
PL700,13357698,241011.0,1659821.02,9895,74752.37,272376.0,1397983.44,17384.054,36244.54,ASNA-PL700,250906.0,4085.9459999999963
PL700,13366412,108500.0,700961.03,8279,53486.22,124956.0,640736.03,6302.3,13139.85,ASNA-PL700,116779.0,1874.699999999997
PL700,13366413,2687.0,17159.64,0,0.0,2808.0,14147.69,78.4,163.46,ASNA-PL700,2687.0,42.59999999999991
PL700,13366414,86631.0,575843.18,653,4340.54,94068.0,480668.66,5372.9,11202.12,ASNA-PL700,87284.0,1411.1000000000058
PL700,13366415,2671.0,17555.9,0,0.0,2808.0,14147.69,94.4,196.81,ASNA-PL700,2671.0,42.59999999999991
PL700,13366416,2033.0,13124.62,0,0.0,2808.0,14348.32,732.4,1527.0,ASNA-PL700,2033.0,42.59999999999991
PL700,13366417,212130.0,1369466.66,16037,103531.5,245700.0,1279472.36,13847.5,28871.07,ASNA-PL700,228167.0,3685.5
PL700,13366418,15384.0,98172.82,0,0.0,16848.0,84886.12,1211.4,2525.68,ASNA-PL700,15384.0,252.60000000000036
PL700,13366419,92663.0,622604.47,1757,11805.32,105300.0,538061.93,9300.5,19390.89,ASNA-PL700,94420.0,1579.5
PL700,13366420,4420.0,29369.67,0,0.0,5616.0,28295.37,1111.8,2318.02,ASNA-PL700,4420.0,84.19999999999982
PL700,13366421,101687.0,686508.28,0,0.0,110916.0,566758.57,7565.3,15773.12,ASNA-PL700,101687.0,1663.699999999997
PL700,13366422,10799.0,72103.75,0,0.0,11232.0,56590.75,264.6,551.67,ASNA-PL700,10799.0,168.39999999999964
PL700,13366423,5559.0,36157.64,0,0.0,5616.0,28696.64,0.0,0.0,ASNA-PL700,5559.0,57.0
PL700,13366424,207492.0,1349598.5,6428,38346.21,237276.0,1212432.88,19796.3,41273.91,ASNA-PL700,213920.0,3559.7000000000116
PL700,13366585,0.0,0.0,3928,25257.19,4212.0,21221.53,221.1,460.98,ASNA-PL700,3928.0,62.90000000000009
PL700,13366586,265671.0,1803077.16,2190,14863.27,300456.0,1535270.04,28088.8,58563.18,ASNA-PL700,267861.0,4506.200000000012
PL700,13366587,2676.0,17962.87,0,0.0,2808.0,14147.68,89.4,186.39,ASNA-PL700,2676.0,42.59999999999991
PL700,13366588,84567.0,772809.6,5582,51010.72,106704.0,545236.09,14954.2,31178.46,ASNA-PL700,90149.0,1600.800000000003
PL700,13366590,91292.0,683798.92,6986,49329.42,108974.0,600409.69,9061.043,18891.64,ASNA-PL700,98278.0,1634.9569999999949
PL700,13366591,133989.0,928053.35,1108,6328.2,148120.0,816090.85,10801.369,22520.1,ASNA-PL700,135097.0,2221.630999999994
PL700,13366592,63211.0,444798.14,32952,231874.01,116288.0,653029.21,18380.895,38322.88,ASNA-PL700,96163.0,1744.104999999996
PL700,13366593,373903.0,2612527.59,33117,231394.44,435896.0,2401638.78,22338.422,46574.05,ASNA-PL700,407020.0,6537.5779999999795
PL700,13366594,48025.0,358118.1,0,0.0,52900.0,291461.02,4081.846,8510.36,ASNA-PL700,48025.0,793.1540000000023
PL700,13366595,192941.0,1357671.7,0,0.0,204820.0,1150191.29,8806.536,18361.0,ASNA-PL700,192941.0,3072.464000000007
PL700,13366596,60598.0,497919.81,63968,525610.32,149930.0,841949.9,23115.04,48193.23,ASNA-PL700,124566.0,2248.959999999992
PL700,13366598,50256.0,392782.31,0,0.0,53157.0,298509.51,2104.488,4387.7,ASNA-PL700,50256.0,796.5120000000024
PL700,13366599,115740.0,951008.95,0,0.0,121426.0,681882.27,3864.187,8056.55,ASNA-PL700,115740.0,1821.8129999999946
PL700,13366600,105834.0,869613.63,0,0.0,126524.0,710510.69,18792.928,39181.93,ASNA-PL700,105834.0,1897.0720000000001
PL700,13367109,1355860.0,9737886.55,0,0.0,1488039.0,7637434.42,109858.36,229046.99,ASNA-PL700,1355860.0,22320.639999999898
PL700,13376552,153733.0,1112342.87,1058,7655.21,172692.0,882421.57,15310.1,31920.48,ASNA-PL700,154791.0,2590.899999999994
PL700,13376553,95891.0,669535.89,913,6374.8,105300.0,538061.93,6916.5,14420.42,ASNA-PL700,96804.0,1579.5
PL700,13376554,155891.0,1088471.48,0,0.0,171288.0,875247.42,12827.4,26744.23,ASNA-PL700,155891.0,2569.600000000006
PL700,13376555,5425.0,37475.67,0,0.0,5616.0,28295.37,106.35,221.74,ASNA-PL700,5425.0,84.64999999999964
PL700,13376556,39138.0,275126.07,0,0.0,39312.0,200876.44,0.0,0.0,ASNA-PL700,39138.0,174.0
PL700,13376557,1031829.0,7253386.78,6598,44422.63,1123200.0,5739327.29,67925.0,141618.88,ASNA-PL700,1038427.0,16848.0
PL700,13376559,699035.0,4913964.45,2081,14628.68,755352.0,3859697.57,42905.6,89455.16,ASNA-PL700,701116.0,11330.400000000023
PL700,13376560,169139.0,1281657.45,0,0.0,383719.0,1975577.25,3375.944,7038.61,ASNA-PL700,169139.0,211204.05599999998
PL700,13376561,11372.0,83944.37,0,0.0,12033.0,61951.9,480.737,1002.3,ASNA-PL700,11372.0,180.26300000000083
PL700,13376563,353165.0,2446056.08,9780,67737.25,381888.0,1951371.29,13214.4,27551.1,ASNA-PL700,362945.0,5728.599999999977
PL700,13376565,2722.0,18650.6,0,0.0,2808.0,14147.69,43.884,91.49,ASNA-PL700,2722.0,42.115999999999985
PLB618,13361191,764302.0,5122818.09,22429,140181.44,814233.0,4188786.76,19359.489,40433.45,ASBO-PL618,786731.0,8142.51099999994
PLB618,13361192,17459.0,117020.91,0,0.0,18718.0,96301.3,1071.413,2237.72,ASBO-PL618,17459.0,187.58699999999953
PLB618,13361193,221914.0,1512512.6,1411,9617.04,232638.0,1196887.62,6986.995,14592.76,ASBO-PL618,223325.0,2326.0050000000047
PLB618,13361194,380256.0,2446065.14,1537,9887.03,394415.0,2029206.0,8678.17,18124.88,ASBO-PL618,381793.0,3943.8300000000163
PLB618,13361198,150703.0,902607.08,0,0.0,157766.0,811682.4,5485.209,11456.19,ASBO-PL618,150703.0,1577.7909999999974
PLB618,13361199,804464.0,5123574.87,5609,36043.35,838299.0,4312922.61,19843.369,41444.08,ASBO-PL618,810073.0,8382.631000000052
PLB618,13361200,1678509.0,11146239.51,12662,84082.74,1782221.0,9169259.69,73227.667,152940.39,ASBO-PL618,1691171.0,17822.3330000001
PLB618,13361202,10272.0,68211.83,0,0.0,10696.0,55029.32,317.647,663.42,ASBO-PL618,10272.0,106.35299999999916
PLB618,13361203,16483.0,110119.31,0,0.0,17381.0,89422.63,724.882,1513.96,ASBO-PL618,16483.0,173.11799999999857
PLB618,13361242,225506.0,1668825.53,0,0.0,236649.0,1217523.61,8776.701,18330.66,ASBO-PL618,225506.0,2366.298999999999
PLB618,13361244,279435.0,2067919.62,0,0.0,303499.0,1561456.82,21029.17,43920.69,ASBO-PL618,279435.0,3034.8300000000163
PLB618,13361286,1348647.0,8875256.99,7304,48066.6,1411872.0,7263869.64,41802.13,87306.26,ASBO-PL618,1355951.0,14118.870000000112
PLB618,13361287,706642.0,4412901.21,4498,28089.52,734013.0,3776386.78,15533.389,32442.41,ASBO-PL618,711140.0,7339.6110000000335
PLB618,13361288,185792.0,1160141.0,4821,30103.76,203224.0,1045556.99,10578.47,22093.77,ASBO-PL618,190613.0,2032.5299999999988
PLB618,13361289,7872.0,49155.14,0,0.0,8022.0,41271.99,69.879,145.94,ASBO-PL618,7872.0,80.1210000000001
