Puesto de trabajo,Orden de p,      Cant. Producida,       Valor Est.,     Cant. Producida,    Valor Est. Producida,     Cant. Constrastada,       Valor Est. Contrastada,merma rec.,    Valor Est. Merma,c.costo,total producido,merma no recuperada
PL644,13375006,125532.0,832171.82,0,0.0,130274.0,717426.74,1016.809,2198.93,ASVC-PL644,125532.0,3725.191000000006
PL644,13375007,16346.0,109907.55,0,0.0,17206.0,94730.04,132.403,286.33,ASVC-PL644,16346.0,727.5970000000016
PL644,13375008,1461334.0,9715167.61,62153,396220.09,1597700.0,8199437.57,12359.45,26728.3,ASVC-PL644,1523487.0,61853.55000000005
PL644,13375009,71102.0,451860.32,0,0.0,73372.0,393480.11,575.926,1245.49,ASVC-PL644,71102.0,1694.0739999999932
PL644,13375010,27572.0,177832.77,10501,57078.84,41786.0,218811.97,308.391,666.92,ASVC-PL644,38073.0,3404.6089999999967
PL644,13375011,26585.0,168950.33,0,0.0,27038.0,141552.04,215.339,465.69,ASVC-PL644,26585.0,237.66100000000006
PL644,13375012,146234.0,937778.2,2299,14743.17,152396.0,806664.03,1203.117,2601.84,ASVC-PL644,148533.0,2659.8830000000016
PL644,13375013,77513.0,499940.23,0,0.0,81114.0,424752.66,627.855,1357.79,ASVC-PL644,77513.0,2973.145000000004
PL644,13375014,201199.0,1309306.54,0,0.0,208930.0,1105910.37,1629.712,3524.38,ASVC-PL644,201199.0,6101.2880000000005
PL644,13375015,13742.0,90190.54,0,0.0,14748.0,78869.8,111.31,240.72,ASVC-PL644,13742.0,894.6900000000005
PL644,13375016,30497.0,196698.33,0,0.0,31954.0,167326.8,247.026,534.21,ASVC-PL644,30497.0,1209.9739999999983
PL644,13375017,60870.0,396112.74,3006,19561.61,66366.0,351289.18,517.396,1118.91,ASVC-PL644,63876.0,1972.6040000000066
PL644,13375018,654120.0,4039969.46,5421,33481.13,680866.0,3495777.11,5342.282,11553.11,ASVC-PL644,659541.0,15982.717999999993
PL644,13375019,0.0,0.0,0,0.0,307250.0,1577516.75,0.0,0.0,ASVC-PL644,0.0,307250.0
PL644,13375020,47280.0,300409.07,0,0.0,49160.0,257364.89,382.968,828.2,ASVC-PL644,47280.0,1497.0319999999992
PL644,13375021,9451.0,71971.62,0,0.0,9792.0,63393.31,76.553,165.55,ASVC-PL644,9451.0,264.4470000000001
PL644,13375022,244684.0,1554680.49,0,0.0,250716.0,1312560.94,1981.94,4286.1,ASVC-PL644,244684.0,4050.0599999999977
PL644,13375025,18850.0,121577.97,0,0.0,19664.0,102946.94,152.685,330.19,ASVC-PL644,18850.0,661.3149999999987
PL644,13375027,21398.0,138011.97,0,0.0,22122.0,115841.63,173.324,374.83,ASVC-PL644,21398.0,550.6759999999995
PL644,13375028,9348.0,62995.6,0,0.0,9832.0,52579.86,75.719,163.75,ASVC-PL644,9348.0,408.28100000000086
PL644,13375029,9476.0,64821.72,0,0.0,9832.0,53561.59,76.756,165.99,ASVC-PL644,9476.0,279.2440000000006
PL644,13375031,157183.0,1060785.65,0,0.0,161568.0,893485.58,1273.182,2753.36,ASVC-PL644,157183.0,3111.8179999999993
PL644,13375032,28302.0,198962.47,0,0.0,29496.0,171262.33,229.246,495.76,ASVC-PL644,28302.0,964.7540000000008
PL644,13375033,109353.0,670866.44,0,0.0,110610.0,555286.54,885.759,1915.52,ASVC-PL644,109353.0,371.24099999999453
PL644,13375034,9301.0,69452.05,0,0.0,9464.0,61653.89,75.338,162.92,ASVC-PL644,9301.0,87.66200000000026
PL644,13375035,11803.0,78141.04,0,0.0,12290.0,64294.52,95.604,206.75,ASVC-PL644,11803.0,391.39600000000064
PL644,13375036,9400.0,65192.0,0,0.0,9832.0,57087.44,76.14,164.66,ASVC-PL644,9400.0,355.8600000000006
PL644,13375037,10549.0,78251.0,0,0.0,11830.0,82375.49,85.447,184.79,ASVC-PL644,10549.0,1195.5529999999999
PL644,13375044,97619.0,620138.36,0,0.0,108152.0,577125.03,773.137,1671.97,ASVC-PL644,97619.0,9759.862999999998
PL644,13376241,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,ASVC-PL644,0.0,0.0
PL644,13376251,30243.0,235354.96,0,0.0,30758.0,200375.15,268.911,581.54,ASVC-PL644,30243.0,246.08899999999994
PL644,13376941,11952.0,77248.65,0,0.0,12290.0,64341.22,240.071,519.17,ASVC-PL644,11952.0,97.92900000000009
PL644,13376942,42027.0,347817.55,0,0.0,42588.0,297846.42,220.172,476.14,ASVC-PL644,42027.0,340.82800000000134
PL645,13305249,-2426.0,-15142.02,0,0.0,0.0,0.0,0.0,0.0,ASVC-PL645,-2426.0,2426.0
PL645,13351873,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,ASVC-PL645,0.0,0.0
PL645,13352197,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,ASVC-PL645,0.0,0.0
PL645,13352198,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,ASVC-PL645,0.0,0.0
PL645,13352200,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,ASVC-PL645,0.0,0.0
PL645,13352201,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,ASVC-PL645,0.0,0.0
PL645,13352202,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,ASVC-PL645,0.0,0.0
PL645,13353489,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,ASVC-PL645,0.0,0.0
PL645,13353491,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,ASVC-PL645,0.0,0.0
PL645,13353492,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,ASVC-PL645,0.0,0.0
PL645,13353495,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,ASVC-PL645,0.0,0.0
PL645,13353498,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,ASVC-PL645,0.0,0.0
PL645,13353499,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,ASVC-PL645,0.0,0.0
PL645,13354021,11139.0,72949.99,0,0.0,12290.0,67681.77,1027.895,2222.91,ASVC-PL645,11139.0,123.10499999999956
PL645,13354022,11635.0,74938.36,0,0.0,12240.0,66087.43,482.396,1043.22,ASVC-PL645,11635.0,122.60399999999936
PL645,13354023,27137.0,173360.9,0,0.0,29496.0,157739.59,2063.548,4462.59,ASVC-PL645,27137.0,295.45200000000114
PL645,13354024,80475.0,643451.52,0,0.0,82810.0,579145.82,670.761,1450.57,ASVC-PL645,80475.0,1664.2390000000014
PL645,13354591,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,ASVC-PL645,0.0,0.0
PL645,13354890,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,ASVC-PL645,0.0,0.0
PL645,13354892,-2711.0,-17222.01,0,0.0,162228.0,865687.54,14000.0,30276.12,ASVC-PL645,-2711.0,150939.0
PL645,13355475,43217.0,278983.48,0,0.0,44064.0,243677.89,405.624,877.2,ASVC-PL645,43217.0,441.37599999999657
PL645,13355476,8410.0,61766.33,0,0.0,9464.0,61653.89,959.202,2074.35,ASVC-PL645,8410.0,94.79800000000068
PL645,13355477,10209.0,65753.83,0,0.0,12290.0,65724.83,1957.693,4233.67,ASVC-PL645,10209.0,123.3070000000007
PL645,13355605,16562.0,132424.29,0,0.0,16562.0,115829.16,-165.848,-358.66,ASVC-PL645,16562.0,165.84800000000178
PL645,13355607,11834.0,94254.38,0,0.0,14196.0,98850.58,2219.802,4800.5,ASVC-PL645,11834.0,142.19800000000032
PL645,13355608,17106.0,136244.33,0,0.0,18928.0,131800.77,1632.405,3530.2,ASVC-PL645,17106.0,189.59500000000116
PL645,13355609,9735.0,63267.0,0,0.0,9792.0,54435.59,-41.146,-88.98,ASVC-PL645,9735.0,98.14600000000064
PL645,13355610,23011.0,142695.82,0,0.0,24580.0,128589.04,1322.79,2860.64,ASVC-PL645,23011.0,246.20999999999913
PL645,13355611,0.0,0.0,25485,131203.65,26928.0,144231.22,1173.27,2537.29,ASVC-PL645,25485.0,269.72999999999956
PL645,13355612,520132.0,3239725.29,0,0.0,540760.0,2831013.79,15211.372,32895.8,ASVC-PL645,520132.0,5416.628000000026
PL645,13355613,75208.0,471109.69,0,0.0,78656.0,416342.72,2661.898,5756.56,ASVC-PL645,75208.0,786.101999999999
PL645,13355614,16186.0,129337.62,0,0.0,16562.0,115325.68,210.104,454.37,ASVC-PL645,16186.0,165.89600000000064
PL645,13355615,9261.0,73353.23,0,0.0,14688.0,84658.25,5279.874,11418.15,ASVC-PL645,9261.0,147.1260000000002
PL645,13355616,77744.0,484127.43,0,0.0,81114.0,424343.83,2557.509,5530.81,ASVC-PL645,77744.0,812.4909999999945
PL645,13355617,200068.0,1246635.75,0,0.0,206472.0,1080932.54,4335.833,9376.58,ASVC-PL645,200068.0,2068.1669999999867
PL645,13355618,34805.0,216916.28,0,0.0,36870.0,193069.39,1695.685,3667.06,ASVC-PL645,34805.0,369.3150000000023
PL645,13355619,62214.0,537711.86,0,0.0,68614.0,523477.47,5712.713,12354.2,ASVC-PL645,62214.0,687.2869999999966
PL645,13355620,11165.0,96498.43,0,0.0,11830.0,90254.74,546.503,1181.86,ASVC-PL645,11165.0,118.49699999999939
PL645,13355621,9228.0,71939.92,0,0.0,9464.0,64330.88,141.202,305.36,ASVC-PL645,9228.0,94.79800000000068
PL645,13355622,48086.0,416854.65,0,0.0,49686.0,379069.9,1102.309,2383.83,ASVC-PL645,48086.0,497.6909999999989
PL645,13355623,73084.0,471200.33,0,0.0,73740.0,401711.92,-81.02,-175.22,ASVC-PL645,73084.0,737.0200000000041
PL645,13355624,39155.0,266745.43,0,0.0,41786.0,242621.63,2212.444,4784.58,ASVC-PL645,39155.0,418.55599999999686
PL645,13355625,119252.0,812410.24,0,0.0,120442.0,699321.18,-14.059,-30.41,ASVC-PL645,119252.0,1204.0589999999938
PL645,13355626,32070.0,256262.06,0,0.0,33124.0,230651.36,722.207,1561.83,ASVC-PL645,32070.0,331.7930000000015
PL645,13355627,10880.0,71253.77,0,0.0,12290.0,67681.77,1286.895,2783.01,ASVC-PL645,10880.0,123.10499999999956
PL645,13355628,8363.0,55225.83,0,0.0,9792.0,54435.59,1330.916,2878.21,ASVC-PL645,8363.0,98.08400000000074
PL645,13355629,10462.0,67383.33,0,0.0,12240.0,66087.43,1655.396,3579.92,ASVC-PL645,10462.0,122.60399999999936
PL645,13355630,11048.0,70578.61,0,0.0,12290.0,65724.83,1118.895,2419.7,ASVC-PL645,11048.0,123.10499999999956
PL645,13355631,6608.0,41456.74,0,0.0,12290.0,64341.22,5558.895,12021.55,ASVC-PL645,6608.0,123.10499999999956
PL645,13355632,77899.0,532611.81,0,0.0,81114.0,446699.66,2402.506,5195.61,ASVC-PL645,77899.0,812.494000000006
PL645,13355633,60927.0,406780.35,0,0.0,63908.0,341769.12,2340.853,5062.28,ASVC-PL645,60927.0,640.1469999999972
PL645,13355634,14866.0,97548.91,0,0.0,17206.0,90077.71,2167.653,4687.73,ASVC-PL645,14866.0,172.34699999999975
PL645,13355635,15414.0,100947.22,0,0.0,17136.0,95262.28,1550.354,3352.76,ASVC-PL645,15414.0,171.64600000000064
PL645,13355636,8488.0,54669.26,0,0.0,9792.0,52869.95,1205.917,2607.89,ASVC-PL645,8488.0,98.08300000000054
PL645,13355637,11196.0,89941.62,0,0.0,11830.0,82375.48,515.503,1114.82,ASVC-PL645,11196.0,118.49699999999939
PL645,13355638,56259.0,363174.93,0,0.0,58752.0,322625.22,1903.461,4116.38,ASVC-PL645,56259.0,589.538999999997
PL645,13355639,9408.0,63847.86,0,0.0,9832.0,57087.44,325.516,703.95,ASVC-PL645,9408.0,98.48400000000038
PL645,13355640,98881.0,613180.84,0,0.0,100778.0,527215.07,887.534,1919.37,ASVC-PL645,98881.0,1009.4660000000003
PL645,13355641,90398.0,560925.91,0,0.0,95862.0,501861.53,4503.777,9739.78,ASVC-PL645,90398.0,960.2229999999981
PL645,13355642,26574.0,164893.52,0,0.0,29496.0,154418.93,2626.547,5680.11,ASVC-PL645,26574.0,295.45300000000134
PL645,13355643,208718.0,1295109.81,0,0.0,226136.0,1183878.49,15152.865,32769.28,ASVC-PL645,208718.0,2265.1350000000093
PL645,13355644,48959.0,303855.72,0,0.0,54076.0,283168.43,4575.337,9894.53,ASVC-PL645,48959.0,541.6630000000005
PL645,13355646,11195.0,83389.54,0,0.0,11830.0,82735.12,516.502,1116.98,ASVC-PL645,11195.0,118.49799999999959
PL645,13355648,167605.0,1040211.9,0,0.0,172060.0,900990.47,2731.521,5907.13,ASVC-PL645,167605.0,1723.478999999992
PL645,13355649,44336.0,383193.38,0,0.0,44954.0,342968.0,168.122,363.58,ASVC-PL645,44336.0,449.877999999997
PL645,13355650,67312.0,436276.66,0,0.0,68544.0,379054.49,545.227,1179.1,ASVC-PL645,67312.0,686.773000000001
PL645,13355651,9651.0,65497.01,0,0.0,9832.0,57087.44,82.517,178.45,ASVC-PL645,9651.0,98.48300000000017
PL645,13355652,8896.0,70854.06,0,0.0,9464.0,65900.39,473.202,1023.34,ASVC-PL645,8896.0,94.79800000000068
PL645,13355653,16866.0,104589.43,0,0.0,17206.0,90012.33,167.653,362.56,ASVC-PL645,16866.0,172.34700000000157
PL645,13355654,40015.0,248295.91,0,0.0,41786.0,218760.16,1352.443,2924.77,ASVC-PL645,40015.0,418.5570000000007
PL645,13355655,95983.0,595581.21,0,0.0,98320.0,514729.78,1352.157,2924.14,ASVC-PL645,95983.0,984.8429999999935
PL645,13355656,185485.0,1161894.75,0,0.0,189266.0,1001824.68,1885.183,4076.86,ASVC-PL645,185485.0,1895.81700000001
PL645,13355657,17948.0,155123.49,0,0.0,18928.0,144407.58,790.405,1709.31,ASVC-PL645,17948.0,189.59500000000116
PL645,13355658,154578.0,1336008.35,0,0.0,156156.0,1191362.53,16.082,34.78,ASVC-PL645,154578.0,1561.9180000000051
PL645,13355659,120076.0,775139.82,0,0.0,122400.0,676883.01,1096.906,2372.15,ASVC-PL645,120076.0,1227.0939999999973
PL645,13355660,8357.0,66561.07,0,0.0,9464.0,65900.39,1012.202,2188.97,ASVC-PL645,8357.0,94.79800000000068
PL645,13355661,37292.0,231399.46,0,0.0,39328.0,205891.91,1642.062,3551.09,ASVC-PL645,37292.0,393.9380000000019
PL645,13355662,298940.0,1854943.51,0,0.0,312166.0,1634267.07,10099.122,21840.16,ASVC-PL645,298940.0,3126.878000000026
PL645,13355663,347070.0,2174077.77,0,0.0,361326.0,1912574.41,10642.701,23015.69,ASVC-PL645,347070.0,3613.298999999999
PL645,13355664,23021.0,144427.32,0,0.0,24580.0,128682.44,1312.79,2839.02,ASVC-PL645,23021.0,246.20999999999913
PL645,13355665,87452.0,548649.38,0,0.0,93404.0,488993.29,5016.404,10848.38,ASVC-PL645,87452.0,935.596000000005
PL645,13355666,34343.0,217485.62,0,0.0,36870.0,195160.65,2157.684,4666.16,ASVC-PL645,34343.0,369.3159999999989
PL645,13355667,11717.0,73524.07,0,0.0,12290.0,64356.46,449.895,972.94,ASVC-PL645,11717.0,123.10499999999956
PL645,13355668,1701.0,10556.97,51079,304740.71,61450.0,321782.31,8054.473,17418.44,ASVC-PL645,52780.0,615.5270000000019
PL645,13355669,21123.0,184015.14,0,0.0,21294.0,162458.53,-41.904,-90.62,ASVC-PL645,21123.0,212.90399999999863
PL645,13355670,42086.0,282291.0,0,0.0,44064.0,253974.76,1535.579,3320.82,ASVC-PL645,42086.0,442.4210000000021
PL645,13355671,36182.0,284553.0,0,0.0,37856.0,257323.51,1294.806,2800.13,ASVC-PL645,36182.0,379.19400000000314
PL645,13355672,11787.0,80802.35,0,0.0,12290.0,71359.3,379.895,821.55,ASVC-PL645,11787.0,123.10499999999956
PL645,13355673,18814.0,128973.92,0,0.0,19664.0,114174.88,653.031,1412.23,ASVC-PL645,18814.0,196.96900000000096
PL645,13356588,86072.0,524576.99,15735,88128.54,108152.0,554473.67,5261.675,11378.79,ASVC-PL645,101807.0,1083.324999999997
PL645,13356684,31223.0,202493.34,0,0.0,31954.0,176083.8,410.926,888.66,ASVC-PL645,31223.0,320.0740000000005
PL645,13356685,266156.0,1629042.4,5148,31509.0,280212.0,1436590.88,6101.203,13194.34,ASVC-PL645,271304.0,2806.7970000000205
PL645,13356690,374226.0,2249884.2,0,0.0,380990.0,1912653.63,2954.231,6388.76,ASVC-PL645,374226.0,3809.768999999971
PL645,13357232,104934.0,651122.86,0,0.0,108152.0,566202.75,2134.674,4616.41,ASVC-PL645,104934.0,1083.326000000001
PL645,13357234,15246.0,95649.15,0,0.0,17206.0,90077.71,1787.653,3865.94,ASVC-PL645,15246.0,172.34699999999975
PL645,13357675,14443.0,96458.6,0,0.0,17206.0,98078.5,2590.652,5602.5,ASVC-PL645,14443.0,172.34799999999996
PL645,13360333,46929.0,376127.51,0,0.0,47320.0,308269.46,12.225,26.43,ASVC-PL645,46929.0,378.77500000000146
PL645,13360334,128117.0,832137.86,28912,134371.71,162228.0,820065.78,3900.773,8435.73,ASVC-PL645,157029.0,1298.2270000000135
PL645,13360335,271606.0,1746116.95,19008,88341.77,309708.0,1545669.0,16615.571,35932.5,ASVC-PL645,290614.0,2478.4290000000037
PL645,13360336,48479.0,309875.81,0,0.0,54076.0,267942.8,5164.258,11168.13,ASVC-PL645,48479.0,432.74199999999837
PL645,13360337,31745.0,203296.26,0,0.0,31954.0,158704.33,-47.023,-101.69,ASVC-PL645,31745.0,256.02300000000105
PL645,13360338,286071.0,1872311.95,2437,15606.65,292502.0,1492725.45,1654.361,3577.69,ASVC-PL645,288508.0,2339.6390000000247
PL645,13360339,146625.0,951112.37,2396,11135.67,152396.0,769116.71,2155.796,4662.08,ASVC-PL645,149021.0,1219.203999999998
PL645,13360340,9500.0,66641.55,0,0.0,9792.0,54435.59,215.46,465.95,ASVC-PL645,9500.0,76.54000000000087
PL645,13360341,14244.0,97572.42,0,0.0,14688.0,79304.92,326.46,706.0,ASVC-PL645,14244.0,117.54000000000087
PL645,13360342,59053.0,472413.94,2319,10777.81,66248.0,431577.23,4345.852,9398.25,ASVC-PL645,61372.0,530.148000000001
PL645,13360343,14499.0,94173.03,0,0.0,14748.0,74551.43,130.837,282.95,ASVC-PL645,14499.0,118.16300000000047
PL645,13360344,379615.0,2433639.61,4816,29787.82,395738.0,1968088.18,8140.895,17605.34,ASVC-PL645,384431.0,3166.1049999999814
PL645,13362280,33927.0,193245.14,0,0.0,34412.0,170509.05,209.464,452.99,ASVC-PL645,33927.0,275.53600000000006
PL645,13362465,21851.0,139670.72,0,0.0,22122.0,109612.96,93.581,202.37,ASVC-PL645,21851.0,177.4190000000017
PL645,13362466,279968.0,1831682.25,0,0.0,287586.0,1466956.06,5317.674,11499.9,ASVC-PL645,279968.0,2300.326000000001
PL645,13362467,72524.0,571558.74,0,0.0,73346.0,469360.12,234.844,507.87,ASVC-PL645,72524.0,587.1560000000027
PL645,13362468,227449.0,1469370.63,1657,7701.09,245800.0,1234198.68,14726.99,31848.29,ASVC-PL645,229106.0,1967.0100000000093
PL645,13362469,215415.0,1404128.85,2482,11535.37,221220.0,1123231.28,1552.904,3358.29,ASVC-PL645,217897.0,1770.0959999999905
PL645,13362470,108431.0,733481.51,2360,10968.36,112608.0,598657.91,915.74,1980.36,ASVC-PL645,110791.0,901.2599999999948
PL645,13362471,9266.0,76153.64,0,0.0,9464.0,63662.25,122.153,264.16,ASVC-PL645,9266.0,75.84699999999975
PL645,13362472,9409.0,65483.71,0,0.0,9832.0,54145.41,344.32,744.62,ASVC-PL645,9409.0,78.68000000000029
PL645,13362473,35803.0,249177.79,0,0.0,36870.0,202992.95,772.012,1669.54,ASVC-PL645,35803.0,294.98799999999756
PL645,13362474,33682.0,207437.0,0,0.0,34412.0,169989.43,454.908,983.77,ASVC-PL645,33682.0,275.0919999999969
PL645,13362475,28940.0,179228.61,2433,11307.64,31954.0,158913.95,325.54,704.0,ASVC-PL645,31373.0,255.45999999999913
PL645,13362476,8964.0,57936.5,0,0.0,9832.0,51472.98,789.32,1706.97,ASVC-PL645,8964.0,78.68000000000029
PL645,13362478,11921.0,77063.55,0,0.0,12290.0,64356.46,270.649,585.3,ASVC-PL645,11921.0,98.35100000000057
PL645,13362479,258152.0,1626499.58,2405,15017.45,267922.0,1360357.88,5221.432,11291.76,ASVC-PL645,260557.0,2143.5680000000284
PL645,13362480,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,ASVC-PL645,0.0,0.0
PL645,13362481,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,ASVC-PL645,0.0,0.0
PL645,13362482,595820.0,3718846.25,4828,22438.66,614500.0,3084925.18,8935.696,19324.16,ASVC-PL645,600648.0,4916.304000000004
PL645,13362483,65744.0,406714.74,0,0.0,66366.0,329616.7,91.074,196.96,ASVC-PL645,65744.0,530.9260000000068
PL645,13362484,16348.0,115581.68,0,0.0,19664.0,108262.9,3158.638,6830.81,ASVC-PL645,16348.0,157.362000000001
PL645,13362505,187725.0,1249368.07,10817,61449.85,216304.0,1103864.2,16031.031,34668.38,ASVC-PL645,198542.0,1730.9690000000119
PL645,13362506,21738.0,141009.62,0,0.0,22122.0,109278.92,207.018,447.69,ASVC-PL645,21738.0,176.98199999999997
PL645,13362507,426225.0,2835176.19,30892,196169.04,506348.0,2582339.35,45180.414,97706.27,ASVC-PL645,457117.0,4050.5860000000102
PL645,13362509,21535.0,146251.28,0,0.0,22122.0,115814.2,410.414,887.55,ASVC-PL645,21535.0,176.58599999999933
PL645,13362510,23888.0,157728.89,0,0.0,24580.0,124188.48,495.78,1072.16,ASVC-PL645,23888.0,196.22000000000116
PL645,13362511,45442.0,312194.27,2342,10884.7,48960.0,260061.32,784.741,1697.07,ASVC-PL645,47784.0,391.2589999999982
PL645,13362512,323200.0,2123621.2,34686,199455.47,383448.0,1925349.93,22493.468,48643.92,ASVC-PL645,357886.0,3068.5320000000065
PL645,13362513,55324.0,366722.9,2397,15888.87,58992.0,299528.34,799.112,1728.14,ASVC-PL645,57721.0,471.887999999999
PL645,13362514,315776.0,2174499.84,4757,26420.31,332928.0,1769945.12,9731.174,21044.44,ASVC-PL645,320533.0,2663.826000000001
PL645,13362515,1051216.0,7106105.32,60138,357496.05,1162634.0,6051207.68,41976.041,90776.53,ASVC-PL645,1111354.0,9303.959000000032
PL645,13362516,7205.0,48705.02,0,0.0,27038.0,140725.76,19616.629,42422.53,ASVC-PL645,7205.0,216.37099999999919
PL645,13362517,19174.0,129614.15,0,0.0,22122.0,115139.26,2770.969,5992.44,ASVC-PL645,19174.0,177.03099999999904
PL645,13362518,1753293.0,11326658.63,21517,139004.56,1818920.0,9133070.13,29558.772,63923.21,ASVC-PL645,1774810.0,14551.227999999886
PL645,13362519,632810.0,4088091.77,2408,11191.44,648912.0,3258284.47,8502.745,18387.86,ASVC-PL645,635218.0,5191.255000000005
PL645,13362520,525471.0,3425151.42,7096,32979.44,545676.0,2770637.17,8743.62,18908.78,ASVC-PL645,532567.0,4365.380000000005
PL645,13362521,63064.0,411066.93,0,0.0,63908.0,324489.04,332.292,718.61,ASVC-PL645,63064.0,511.7079999999987
PL645,13362522,924226.0,6024336.13,2418,11237.92,941414.0,4779973.12,7238.287,15653.38,ASVC-PL645,926644.0,7531.712999999989
PL645,13362523,14490.0,93992.28,0,0.0,14748.0,74430.65,139.633,301.97,ASVC-PL645,14490.0,118.36700000000019
PL645,13362524,106696.0,680335.3,0,0.0,108152.0,534252.5,590.865,1277.79,ASVC-PL645,106696.0,865.1349999999948
PL645,13362525,340245.0,2181246.09,2400,11154.26,366242.0,1821398.39,20667.087,44694.23,ASVC-PL645,342645.0,2929.9130000000005
PL645,13362526,40871.0,265079.5,0,0.0,41786.0,210848.82,580.955,1256.37,ASVC-PL645,40871.0,334.04499999999825
PL645,13362527,9644.0,64430.98,0,0.0,9832.0,51472.98,109.726,237.29,ASVC-PL645,9644.0,78.27399999999943
PL645,13362528,32950.0,259677.62,0,0.0,33124.0,211969.09,-90.694,-196.13,ASVC-PL645,32950.0,264.69400000000314
PL645,13362529,58639.0,462131.63,2353,10935.83,61516.0,393656.87,32.299,69.84,ASVC-PL645,60992.0,491.70100000000093
PL645,13362530,21486.0,139497.0,0,0.0,22122.0,111769.64,459.302,993.28,ASVC-PL645,21486.0,176.69800000000032
PL645,13362531,210017.0,1363526.95,2357,10954.42,218762.0,1105277.5,4637.643,10029.28,ASVC-PL645,212374.0,1750.356999999989
PL645,13362532,67625.0,457449.32,2427,11279.75,73440.0,390429.05,2800.295,6055.86,ASVC-PL645,70052.0,587.7050000000017
PL645,13362533,152850.0,1033953.82,0,0.0,156672.0,832915.33,2568.638,5554.88,ASVC-PL645,152850.0,1253.3619999999937
PL645,13362534,161263.0,1290076.46,0,0.0,163254.0,1063529.62,685.445,1482.33,ASVC-PL645,161263.0,1305.554999999993
PL645,13366604,143183.0,887820.52,0,0.0,157312.0,793783.76,12870.113,27832.65,ASVC-PL645,143183.0,1258.886999999988
PL645,13366790,4825.0,33076.39,0,0.0,4916.0,28543.72,41.758,90.3,ASVC-PL645,4825.0,49.24200000000019
PL645,13367217,647636.0,4255363.5,12103,74924.27,685782.0,3443414.28,44939.88,97186.08,ASVC-PL645,659739.0,-18896.880000000005
PL645,13367451,295760.0,1910674.63,0,0.0,302334.0,1518064.36,4154.837,8985.16,ASVC-PL645,295760.0,2419.1630000000005
PL645,13367452,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,ASVC-PL645,0.0,0.0
PL645,13369971,11712.0,93706.66,0,0.0,11830.0,79577.81,23.628,51.1,ASVC-PL645,11712.0,94.37199999999939
PL645,13369972,19276.0,126196.11,0,0.0,19584.0,104114.42,151.18,326.94,ASVC-PL645,19276.0,156.8199999999997
PL645,13369973,73083.0,480835.73,0,0.0,76198.0,407493.95,2505.225,5417.75,ASVC-PL645,73083.0,609.7749999999942
PL645,13369974,53710.0,353374.75,0,0.0,58992.0,315479.19,4809.918,10401.84,ASVC-PL645,53710.0,472.08200000000215
PL645,13369975,9355.0,62045.83,0,0.0,9792.0,52869.95,358.64,775.59,ASVC-PL645,9355.0,78.36000000000058
PL645,13369976,64370.0,434076.52,0,0.0,66366.0,365481.54,1464.907,3167.98,ASVC-PL645,64370.0,531.0930000000008
PL645,13369977,14221.0,95898.75,0,0.0,14748.0,81218.12,408.98,884.45,ASVC-PL645,14221.0,118.02000000000044
PL645,13369978,28632.0,193036.66,0,0.0,29496.0,162422.27,628.374,1358.92,ASVC-PL645,28632.0,235.6260000000002
PL645,13369979,9360.0,77463.83,0,0.0,9464.0,66188.09,28.285,61.17,ASVC-PL645,9360.0,75.71500000000015
PL645,13369980,18663.0,147788.38,0,0.0,18928.0,125816.68,113.277,244.97,ASVC-PL645,18663.0,151.72300000000178
PL645,13369981,6984.0,62376.55,0,0.0,9464.0,72203.79,2404.265,5199.42,ASVC-PL645,6984.0,75.73500000000058
PL645,13369982,9369.0,74960.52,0,0.0,9464.0,63662.25,19.489,42.14,ASVC-PL645,9369.0,75.51100000000042
PL645,13369984,35169.0,221584.03,4732,21992.49,54076.0,274567.65,13742.259,29718.73,ASVC-PL645,39901.0,432.7410000000018
PL645,13370649,693411.0,4327966.37,62556,315295.04,779186.0,3911685.13,16985.332,36732.14,ASVC-PL645,755967.0,6233.667999999947
PL645,13370725,102734.0,641319.08,0,0.0,120442.0,604757.34,16744.169,36210.61,ASVC-PL645,102734.0,963.8310000000056
PL645,13370726,21521.0,139122.94,0,0.0,22122.0,115827.0,424.096,917.13,ASVC-PL645,21521.0,176.90399999999863
PL645,13370727,126832.0,795840.39,0,0.0,132732.0,670617.81,4837.814,10462.16,ASVC-PL645,126832.0,1062.1860000000015
PL645,13370728,35551.0,231899.19,0,0.0,39328.0,208171.36,3462.279,7487.45,ASVC-PL645,35551.0,314.72099999999773
