item_num,inventory_type,COST,sell_price,SBU TYPE,ROYALTY FEE,prod_line code,LICENSOR,product line,qty_in_transit units,qty_due_maker units,qty_on_hand units,ATS units,description_long,LAST REC DATE,AGE OF INVENTORY DAYS,AGE OF INVENTORY YEAR,commodity code,class,Sub-Class,gender_id,GENDER GROUP
12035091,Made to Order,$4.85 ,$10.32 ,PRIVATE LABEL,,BZ  ,,BRASS PLUM,0,400,0,400,TIERED FRINGE CROSSBODY ,August-16,122,"0 years, 4 months",CR,BAGS,BAGS,Ladies,LADIES
28719654,Stock,$112.31 ,$187.44 ,PRIVATE LABEL,,FS  ,,FRANCO SARTO,0,204,0,204,FRANCO SARTO JESSICA HANDBAG,August-16,122,"0 years, 4 months",TT,BAGS,BAGS,Ladies,LADIES
28719664,Stock,$143.77 ,$238.68 ,PRIVATE LABEL,,FS  ,,FRANCO SARTO,0,174,0,149,FRANCO SARTO MELINDA MESSENGER    ,August-16,122,"0 years, 4 months",CR,BAGS,BAGS,Ladies,LADIES
28719664,Stock,$137.58 ,$228.72 ,PRIVATE LABEL,,FS  ,,FRANCO SARTO,0,150,0,150,FRANCO SARTO MELINDA MESSENGER    ,August-16,122,"0 years, 4 months",CR,BAGS,BAGS,Ladies,LADIES
12020613,Stock,$19.17 ,$35.76 ,HOUSE,,LU  ,,LULU,0,60,0,60,ITS A SHORE THING REINFORCED PU COIN PUR,August-16,122,"0 years, 4 months",CP,BAGS,SMALL LEATHER,Ladies,LADIES
12022162,Stock,$31.42 ,$47.64 ,HOUSE,,TO  ,,TWIG AND ARROW,0,403,0,403,PLACED PRINT CANVAS POUCH CLUTCH,August-16,122,"0 years, 4 months",CT,BAGS,BAGS,Ladies,LADIES
12022385,Stock,$74.84 ,$113.88 ,HOUSE,,TO  ,,TWIG AND ARROW,0,444,0,444,RAE FRINGE XBODY,August-16,122,"0 years, 4 months",CR,BAGS,BAGS,Ladies,LADIES
12023010,Stock,$45.60 ,$68.88 ,HOUSE,,TO  ,,TWIG AND ARROW,0,381,0,381,HAZEL PRINTED CANVAS XBODY W/POMPOMS,August-16,122,"0 years, 4 months",CR,BAGS,BAGS,Ladies,LADIES
30722527,Stock,$57.65 ,$107.16 ,HOUSE,,TO  ,,TWIG AND ARROW,0,180,0,180,GAYANA HANDBAG,August-16,122,"0 years, 4 months",TT,BAGS,BAGS,Ladies,LADIES
12022415,Made to Order,$60.98 ,$93.00 ,HOUSE,,TO  ,,TWIG AND ARROW,0,"2,448",0,48,CARLEY ASST CROSSBODY ,August-16,122,"0 years, 4 months",CR,BAGS,BAGS,Ladies,LADIES
12014124,Made to Order,$35.76 ,$64.80 ,HOUSE,,TO  ,,TWIG AND ARROW,0,600,0,600,ICON REINFORCED PU CHECKBOOK WALLET,August-16,122,"0 years, 4 months",WT,BAGS,WALLET,Ladies,LADIES
12064830,Made to Order,$36.22 ,$64.92 ,HOUSE,,TO  ,,TWIG AND ARROW,0,600,0,600,TWIN PRINT TRIFOLD WALLET ,August-16,122,"0 years, 4 months",WT,BAGS,WALLET,Ladies,LADIES
28719314,Made to Order,$127.72 ,$194.04 ,LICENSE,2.0%,WM  ,LATQ,SPECIAL MARKETS,0,16,0,16,SALENE QUILTED HANDBAG,September-16,91,"0 years, 3 months",TT,BAGS,BAGS,Ladies,LADIES
28719314,Made to Order,$127.72 ,$194.04 ,LICENSE,2.0%,WM  ,LATQ,SPECIAL MARKETS,0,16,0,16,SALENE QUILTED HANDBAG,September-16,91,"0 years, 3 months",TT,BAGS,BAGS,Ladies,LADIES
28819728,Stock,$563.45 ,$942.36 ,LICENSE,4.0%,NL  ,NANETTE LEPORE,NL,0,204,0,204,ALEXIS LEATHER CROSSBODY ,September-16,91,"0 years, 3 months",CR,BAGS,BAGS,Ladies,LADIES
28819733,Stock,$525.51 ,$880.44 ,LICENSE,4.0%,NL  ,NANETTE LEPORE,NL,0,72,0,72,LEAH LEATHER TOTE,September-16,91,"0 years, 3 months",TT,BAGS,BAGS,Ladies,LADIES
28719780,Stock,$92.53 ,$153.12 ,LICENSE,4.0%,NN  ,NANETTE LEPORE,NL,0,36,0,36,HAYLEY PRINTED CAMERA XBODY ,September-16,91,"0 years, 3 months",CR,BAGS,BAGS,Ladies,LADIES
28719780,Stock,$92.53 ,$153.12 ,LICENSE,4.0%,NN  ,NANETTE LEPORE,NL,0,36,0,36,HAYLEY PRINTED CAMERA XBODY ,September-16,91,"0 years, 3 months",CR,BAGS,BAGS,Ladies,LADIES
12024179,Stock,$99.68 ,$167.64 ,LICENSE,10.0%,CZ  ,SAM EDELMAN,CIRCUS,0,182,0,182,KELLER LUCITE EVENING BAG ,September-16,91,"0 years, 3 months",EV,BAGS,BAGS,Ladies,LADIES
29423071,Stock,$699.55 ,"$1,186.68 ",LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,336,0,335,PAYTON TOTE,September-16,91,"0 years, 3 months",TT,BAGS,BAGS,Ladies,LADIES
30820988,Stock,$389.00 ,$666.12 ,LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,39,0,36,PAMELA CROSSBODY,September-16,91,"0 years, 3 months",CR,BAGS,BAGS,Ladies,LADIES
30821187,Stock,$557.80 ,$949.44 ,LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,313,0,313,KARINA HOBO,September-16,91,"0 years, 3 months",HO,BAGS,BAGS,Ladies,LADIES
30822481,Stock,$922.17 ,"$1,559.04 ",LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,141,0,138,LAUREN SHOULDER BAG,September-16,91,"0 years, 3 months",SR,BAGS,BAGS,Ladies,LADIES
30921202,Stock,$342.69 ,$581.88 ,LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,156,0,152,LOLITA CROSSBODY,September-16,91,"0 years, 3 months",CR,BAGS,BAGS,Ladies,LADIES
12028995,Made to Order,$82.92 ,$141.60 ,PRIVATE LABEL,,BZ  ,,BRASS PLUM,0,450,0,300,STRIPE HANDBAG,September-16,91,"0 years, 3 months",TT,BAGS,BAGS,Ladies,LADIES
12035091,Made to Order,$4.85 ,$10.32 ,PRIVATE LABEL,,BZ  ,,BRASS PLUM,0,24,0,24,TIERED FRINGE CROSSBODY ,September-16,91,"0 years, 3 months",CR,BAGS,BAGS,Ladies,LADIES
28719653,Stock,$110.46 ,$184.44 ,PRIVATE LABEL,,FS  ,,FRANCO SARTO,0,120,0,120,FRANCO SARTO RACHEL HANDBAG  ,September-16,91,"0 years, 3 months",TT,BAGS,BAGS,Ladies,LADIES
28719654,Stock,$112.31 ,$187.44 ,PRIVATE LABEL,,FS  ,,FRANCO SARTO,0,198,0,198,FRANCO SARTO JESSICA HANDBAG ,September-16,91,"0 years, 3 months",TT,BAGS,BAGS,Ladies,LADIES
28719658,Stock,$125.87 ,$209.64 ,PRIVATE LABEL,,FS  ,,FRANCO SARTO,0,126,0,122,FRANCO SARTO ERIKA HANDBAG  ,September-16,91,"0 years, 3 months",TT,BAGS,BAGS,Ladies,LADIES
12019832,Made to Order,$68.26 ,$111.48 ,PRIVATE LABEL,,ZZ  ,,LADIES MISC CUSTOMER LABEL,0,3,0,3,RIPLEY SLOUCHY XBODY,September-16,91,"0 years, 3 months",CR,BAGS,BAGS,Ladies,LADIES
12020613,Stock,$20.98 ,$39.12 ,HOUSE,,LU  ,,LULU,0,240,0,240,ITS A SHORE THING REINFORCED PU COIN PUR,September-16,91,"0 years, 3 months",CP,BAGS,SMALL LEATHER,Ladies,LADIES
27830975,Made to Order,$35.91 ,$53.76 ,PRIVATE LABEL,,MM  ,,MINICCI LADIES BLACK,0,420,0,420,SADIE CROSSBODY,September-16,91,"0 years, 3 months",CR,BAGS,BAGS,Ladies,LADIES
12020319,Replenishment,$22.08 ,$36.72 ,PRIVATE LABEL,,NB  ,,NO BOUNDARIES,0,"2,880",0,"2,880",LOLA JUNGLE FEVER SET OF 2 CLUTCHES,September-16,91,"0 years, 3 months",CT,BAGS,BAGS,Ladies,LADIES
12018973,Stock,$89.24 ,$142.92 ,HOUSE,,TO  ,,TWIG AND ARROW,0,54,0,54,MILEY MINI HANDBAG,September-16,91,"0 years, 3 months",TT,BAGS,BAGS,Ladies,LADIES
12016733,Made to Order,$41.93 ,$66.36 ,HOUSE,,TO  ,,TWIG AND ARROW,0,408,0,408,BRIAR TWIN PRINT CANVAS FLAP CROSSBODY,September-16,91,"0 years, 3 months",CR,BAGS,BAGS,Ladies,LADIES
12053558,Made to Order,$36.93 ,$66.48 ,HOUSE,,TO  ,,TWIG AND ARROW,0,"2,792",0,"2,792",SARA TWIN PRINT WALLET,September-16,91,"0 years, 3 months",WT,BAGS,WALLET,Ladies,LADIES
28719614,Made to Order,$118.59 ,$184.08 ,LICENSE,2.0%,LT  ,LATQ,LATIQUE,0,120,0,12,MOROCCO HANDBAG,October-16,61,"0 years, 2 months",TT,BAGS,BAGS,Ladies,LADIES
28819738,Stock,$413.72 ,$694.08 ,LICENSE,4.0%,NL  ,NANETTE LEPORE,NL,0,96,0,96,BELLA CONVERTIBLE XBODY/CLUTCH ,October-16,61,"0 years, 2 months",CR,BAGS,BAGS,Ladies,LADIES
28719791,Stock,$176.53 ,$296.28 ,LICENSE,4.0%,NN  ,NANETTE LEPORE,NL,0,150,0,150,KRIS 4 POSTER HANDBAG ,October-16,61,"0 years, 2 months",TT,BAGS,BAGS,Ladies,LADIES
28719780,Made to Order,$92.53 ,$153.12 ,LICENSE,4.0%,NN  ,NANETTE LEPORE,NL,0,145,0,1,HAYLEY PRINTED CAMERA XBODY ,October-16,61,"0 years, 2 months",CR,BAGS,BAGS,Ladies,LADIES
12023851,Stock,$85.62 ,$146.88 ,LICENSE,10.0%,CZ  ,SAM EDELMAN,CIRCUS,0,"1,075",0,970,EYE CANT XBODY ,October-16,61,"0 years, 2 months",CR,BAGS,BAGS,Ladies,LADIES
12023872,Stock,$103.23 ,$175.20 ,LICENSE,10.0%,CZ  ,SAM EDELMAN,CIRCUS,0,148,0,148,WESTON CROSSBODY,October-16,61,"0 years, 2 months",CR,BAGS,BAGS,Ladies,LADIES
28824292,Stock,$681.84 ,"$1,154.76 ",LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,108,0,107,MICHELLE FRINGE FLAP SHDR BAG,October-16,61,"0 years, 2 months",SR,BAGS,BAGS,Ladies,LADIES
30820994,Stock,$372.37 ,$650.04 ,LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,105,0,105,KATHLYN CLUTCH,October-16,61,"0 years, 2 months",CT,BAGS,BAGS,Ladies,LADIES
30921200,Stock,$305.58 ,$519.84 ,LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,63,0,63,KATIE CROSSBODY,October-16,61,"0 years, 2 months",CR,BAGS,BAGS,Ladies,LADIES
28734611,Made to Order,$86.36 ,$130.56 ,PRIVATE LABEL,,BZ  ,,BRASS PLUM,0,500,0,500,TASSEL SADDLE XBODY,October-16,61,"0 years, 2 months",CR,BAGS,BAGS,Ladies,LADIES
28719644,Stock,$76.56 ,$129.12 ,PRIVATE LABEL,,FS  ,,FRANCO SARTO,0,354,0,354,FRANCO SARTO JOYCE CROSSBODY ,October-16,61,"0 years, 2 months",CR,BAGS,BAGS,Ladies,LADIES
28719649,Stock,$71.57 ,$118.92 ,PRIVATE LABEL,,FS  ,,FRANCO SARTO,0,144,0,144,FRANCO SARTO ANDY CROSSBODY ,October-16,61,"0 years, 2 months",CR,BAGS,BAGS,Ladies,LADIES
28719656,Stock,$115.86 ,$191.04 ,PRIVATE LABEL,,FS  ,,FRANCO SARTO,0,342,0,331,FRANCO SARTO AMY HANDBAG ,October-16,61,"0 years, 2 months",TT,BAGS,BAGS,Ladies,LADIES
28719658,Stock,$125.87 ,$209.64 ,PRIVATE LABEL,,FS  ,,FRANCO SARTO,0,216,0,183,FRANCO SARTO ERIKA HANDBAG  ,October-16,61,"0 years, 2 months",TT,BAGS,BAGS,Ladies,LADIES
28719664,Stock,$137.58 ,$228.72 ,PRIVATE LABEL,,FS  ,,FRANCO SARTO,0,36,0,32,FRANCO SARTO MELINDA MESSENGER    ,October-16,61,"0 years, 2 months",CR,BAGS,BAGS,Ladies,LADIES
12018973,Made to Order,$184.96 ,$272.76 ,PRIVATE LABEL,,ZZ  ,,LADIES MISC CUSTOMER LABEL,0,3,0,3,MILEY MINI HANDBAG,October-16,61,"0 years, 2 months",TT,BAGS,BAGS,Ladies,LADIES
12015878,Replenishment,$22.08 ,$36.72 ,PRIVATE LABEL,,NB  ,,NO BOUNDARIES,0,"6,084",0,"6,084",LOLA SET OF 2 POUCH CLUTCH  ,October-16,61,"0 years, 2 months",CT,BAGS,BAGS,Ladies,LADIES
30714926,Replenishment,$37.76 ,$66.96 ,PRIVATE LABEL,,NB  ,,NO BOUNDARIES,0,"15,780",0,"15,780",SARA WOVEN HANDBAG ,October-16,61,"0 years, 2 months",TT,BAGS,BAGS,Ladies,LADIES
12087543,Made to Order,$43.81 ,$69.12 ,PRIVATE LABEL,,NB  ,,NO BOUNDARIES,0,"4,256",0,"4,256",ASSORTED KATE CROCHET SADDLE XBODY,October-16,61,"0 years, 2 months",CR,BAGS,BAGS,Ladies,LADIES
12087543,Made to Order,$43.81 ,$69.12 ,PRIVATE LABEL,,NB  ,,NO BOUNDARIES,0,"5,344",0,"5,344",ASSORTED KATE CROCHET SADDLE XBODY,October-16,61,"0 years, 2 months",CR,BAGS,BAGS,Ladies,LADIES
12017214,Stock,$142.79 ,$242.76 ,HOUSE,,TO  ,,TWIG AND ARROW,0,384,0,384,ELLA PU HOBO,October-16,61,"0 years, 2 months",HO,BAGS,BAGS,Ladies,LADIES
12019832,Stock,$68.90 ,$112.44 ,HOUSE,,TO  ,,TWIG AND ARROW,0,309,0,309,RIPLEY SLOUCHY XBODY,October-16,61,"0 years, 2 months",CR,BAGS,BAGS,Ladies,LADIES
12021136,Stock,$76.88 ,$128.28 ,HOUSE,,TO  ,,TWIG AND ARROW,0,386,0,386,PLACED PRINT DENIM HANDBAG ,October-16,61,"0 years, 2 months",TT,BAGS,BAGS,Ladies,LADIES
12022385,Stock,$79.24 ,$120.36 ,HOUSE,,TO  ,,TWIG AND ARROW,0,444,0,444,RAE FRINGE XBODY,October-16,61,"0 years, 2 months",CR,BAGS,BAGS,Ladies,LADIES
12014124,Made to Order,$37.11 ,$67.20 ,HOUSE,,TO  ,,TWIG AND ARROW,0,600,0,600,ICON REINFORCED PU CHECKBOOK WALLET,October-16,61,"0 years, 2 months",WT,BAGS,WALLET,Ladies,LADIES
28719598,Stock,$113.92 ,$177.48 ,LICENSE,2.0%,LT  ,LATQ,LATIQUE,0,816,0,410,HAVANA SHOPPER HANDBAG ,November-16,30,"0 years, 1 months",TT,BAGS,BAGS,Ladies,LADIES
28819726,Stock,$649.20 ,"$1,085.76 ",LICENSE,4.0%,NL  ,NANETTE LEPORE,NL,0,72,0,72,CHARLOTTE LEATHER TOTE,November-16,30,"0 years, 1 months",TT,BAGS,BAGS,Ladies,LADIES
28819733,Stock,$525.51 ,$880.44 ,LICENSE,4.0%,NL  ,NANETTE LEPORE,NL,0,102,0,102,LEAH LEATHER TOTE,November-16,30,"0 years, 1 months",TT,BAGS,BAGS,Ladies,LADIES
28819733,Stock,$525.51 ,$880.44 ,LICENSE,4.0%,NL  ,NANETTE LEPORE,NL,0,72,0,72,LEAH LEATHER TOTE,November-16,30,"0 years, 1 months",TT,BAGS,BAGS,Ladies,LADIES
28819745,Stock,$670.24 ,"$1,119.48 ",LICENSE,4.0%,NL  ,NANETTE LEPORE,NL,0,96,0,96,LYDIA DRAWSTRING BUCKET XBODY ,November-16,30,"0 years, 1 months",CR,BAGS,BAGS,Ladies,LADIES
28719781,Stock,$92.53 ,$153.12 ,LICENSE,4.0%,NN  ,NANETTE LEPORE,NL,0,180,0,180,HAYLEY TROPICAL PRINT XBODY ,November-16,30,"0 years, 1 months",CR,BAGS,BAGS,Ladies,LADIES
28719783,Stock,$177.77 ,$298.32 ,LICENSE,4.0%,NN  ,NANETTE LEPORE,NL,0,30,0,30,HANNAH PRINTED HANDBAG ,November-16,30,"0 years, 1 months",TT,BAGS,BAGS,Ladies,LADIES
28719809,Stock,$137.58 ,$228.72 ,LICENSE,4.0%,NN  ,NANETTE LEPORE,NL,0,72,0,72,ELLIE TROPICAL PRINT HANDBAG,November-16,30,"0 years, 1 months",TT,BAGS,BAGS,Ladies,LADIES
28719781,Made to Order,$92.53 ,$153.12 ,LICENSE,4.0%,NN  ,NANETTE LEPORE,NL,0,145,0,1,HAYLEY TROPICAL PRINT XBODY ,November-16,30,"0 years, 1 months",CR,BAGS,BAGS,Ladies,LADIES
12019834,Stock,$46.77 ,$90.48 ,LICENSE,10.0%,CZ  ,SAM EDELMAN,CIRCUS,0,0,"1,300","1,300",CIRCUS PRINTED HANDBAG ,November-16,30,"0 years, 1 months",TT,BAGS,BAGS,Ladies,LADIES
12023800,Stock,$69.08 ,$117.72 ,LICENSE,10.0%,CZ  ,SAM EDELMAN,CIRCUS,0,554,0,554,BOMB SHELL CROSSBODY ,November-16,30,"0 years, 1 months",CR,BAGS,BAGS,Ladies,LADIES
12023912,Stock,$173.87 ,$298.08 ,LICENSE,10.0%,CZ  ,SAM EDELMAN,CIRCUS,0,508,0,411,MAXIMA CROSSBODY,November-16,30,"0 years, 1 months",CR,BAGS,BAGS,Ladies,LADIES
12024179,Stock,$108.70 ,$182.40 ,LICENSE,10.0%,CZ  ,SAM EDELMAN,CIRCUS,0,179,0,179,KELLER LUCITE EVENING BAG ,November-16,30,"0 years, 1 months",EV,BAGS,BAGS,Ladies,LADIES
28821195,Stock,$223.78 ,$378.24 ,LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,192,0,191,MINI ANNABELLE FRINGE CROSSBODY,November-16,30,"0 years, 1 months",CR,BAGS,BAGS,Ladies,LADIES
28824292,Stock,$681.84 ,"$1,154.76 ",LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,84,0,84,MICHELLE FRINGE FLAP SHDR BAG,November-16,30,"0 years, 1 months",SR,BAGS,BAGS,Ladies,LADIES
29423101,Stock,$499.98 ,$849.60 ,LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,234,0,234,FIFI MINI BUCKET CROSSBODY ,November-16,30,"0 years, 1 months",CR,BAGS,BAGS,Ladies,LADIES
30820988,Stock,$389.00 ,$666.12 ,LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,30,0,24,PAMELA CROSSBODY,November-16,30,"0 years, 1 months",CR,BAGS,BAGS,Ladies,LADIES
30821189,Stock,$337.97 ,$573.96 ,LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,120,0,118,ARIANA XBODY ,November-16,30,"0 years, 1 months",CR,BAGS,BAGS,Ladies,LADIES
30821192,Stock,$322.66 ,$554.52 ,LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,246,0,211,CLAUDIA CROSSBODY,November-16,30,"0 years, 1 months",CR,BAGS,BAGS,Ladies,LADIES
30921199,Stock,$522.78 ,$885.12 ,LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,223,0,222,SYLVIA SATCHEL,November-16,30,"0 years, 1 months",SA,BAGS,BAGS,Ladies,LADIES
30820994,Made to Order,$370.73 ,$647.40 ,LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,10,0,10,KATHLYN CLUTCH,November-16,30,"0 years, 1 months",CT,BAGS,BAGS,Ladies,LADIES
12016614,Made to Order,$82.46 ,$127.68 ,PRIVATE LABEL,,BZ  ,,BRASS PLUM,0,300,0,300,FRINGE MINI BUCKET CROSSBODY,November-16,30,"0 years, 1 months",CR,BAGS,BAGS,Ladies,LADIES
28719642,Stock,$109.84 ,$183.36 ,PRIVATE LABEL,,FS  ,,FRANCO SARTO,0,222,0,222,FRANCO SARTO KATE HANDBAG ,November-16,30,"0 years, 1 months",TT,BAGS,BAGS,Ladies,LADIES
28719647,Stock,$120.32 ,$200.52 ,PRIVATE LABEL,,FS  ,,FRANCO SARTO,0,174,0,174,FRANCO SARTO ROSE HANDBAG ,November-16,30,"0 years, 1 months",TT,BAGS,BAGS,Ladies,LADIES
28719647,Stock,$120.32 ,$200.52 ,PRIVATE LABEL,,FS  ,,FRANCO SARTO,0,114,0,109,FRANCO SARTO ROSE HANDBAG ,November-16,30,"0 years, 1 months",TT,BAGS,BAGS,Ladies,LADIES
28719653,Stock,$110.46 ,$184.44 ,PRIVATE LABEL,,FS  ,,FRANCO SARTO,0,114,0,114,FRANCO SARTO RACHEL HANDBAG  ,November-16,30,"0 years, 1 months",TT,BAGS,BAGS,Ladies,LADIES
28726791,Made to Order,$59.53 ,$89.16 ,PRIVATE LABEL,,MM  ,,MINICCI LADIES BLACK,220,"1,000",0,"1,000",KATELYN SHOPPER HANDBAG,November-16,30,"0 years, 1 months",TT,BAGS,BAGS,Ladies,LADIES
30714926,Replenishment,$37.76 ,$66.96 ,PRIVATE LABEL,,NB  ,,NO BOUNDARIES,0,"15,000",0,"15,000",SARA WOVEN HANDBAG,November-16,30,"0 years, 1 months",TT,BAGS,BAGS,Ladies,LADIES
12015809,Made to Order,$42.56 ,$65.40 ,PRIVATE LABEL,,NB  ,,NO BOUNDARIES,0,"25,440",0,"25,440",BECCA DISTRESSED PU FOLDOVER XBODY,November-16,30,"0 years, 1 months",CR,BAGS,BAGS,Ladies,LADIES
12015809,Made to Order,$42.56 ,$65.40 ,PRIVATE LABEL,,NB  ,,NO BOUNDARIES,0,"9,768",0,"9,768",BECCA DISTRESSED PU FOLDOVER XBODY,November-16,30,"0 years, 1 months",CR,BAGS,BAGS,Ladies,LADIES
12013277,Stock,$45.94 ,$70.68 ,HOUSE,,TO  ,,TWIG AND ARROW,0,60,0,60,MELO CONVERTIBLE CROSSBODY/BELT BAG,November-16,30,"0 years, 1 months",CR,BAGS,BAGS,Ladies,LADIES
12022415,Made to Order,$64.33 ,$98.04 ,HOUSE,,TO  ,,TWIG AND ARROW,0,408,0,408,CARLEY CROCHET XBODY ,November-16,30,"0 years, 1 months",CR,BAGS,BAGS,Ladies,LADIES
28719628,Stock,$123.52 ,$191.40 ,LICENSE,2.0%,LT  ,LATQ,LATIQUE,0,80,0,80,CAMPANIA HANDBAG,December-16,0,"0 years, 0 months",TT,BAGS,BAGS,Ladies,LADIES
28719831,Made to Order,$119.20 ,$185.04 ,LICENSE,2.0%,LT  ,LATQ,LATIQUE,0,534,0,534,GENENE  HANDBAG ,December-16,0,"0 years, 0 months",TT,BAGS,BAGS,Ladies,LADIES
28719314,Made to Order,$131.55 ,$199.68 ,LICENSE,2.0%,WM  ,LATQ,SPECIAL MARKETS,0,16,0,16,SALENE QUILTED HANDBAG,December-16,0,"0 years, 0 months",TT,BAGS,BAGS,Ladies,LADIES
28819720,Stock,$286.79 ,$479.52 ,LICENSE,4.0%,NL  ,NANETTE LEPORE,NL,0,120,0,120,GRACE LEATHER XBODY ,December-16,0,"0 years, 0 months",CR,BAGS,BAGS,Ladies,LADIES
28819720,Stock,$286.79 ,$479.52 ,LICENSE,4.0%,NL  ,NANETTE LEPORE,NL,0,96,0,96,GRACE LEATHER XBODY ,December-16,0,"0 years, 0 months",CR,BAGS,BAGS,Ladies,LADIES
28819738,Stock,$417.36 ,$694.08 ,LICENSE,4.0%,NL  ,NANETTE LEPORE,NL,0,78,0,78,BELLA CONVERTIBLE XBODY/CLUTCH ,December-16,0,"0 years, 0 months",CR,BAGS,BAGS,Ladies,LADIES
28819745,Stock,$670.24 ,"$1,119.48 ",LICENSE,4.0%,NL  ,NANETTE LEPORE,NL,0,150,0,150,LYDIA DRAWSTRING BUCKET XBODY ,December-16,0,"0 years, 0 months",CR,BAGS,BAGS,Ladies,LADIES
12023732,Stock,$222.84 ,$378.48 ,LICENSE,10.0%,CZ  ,SAM EDELMAN,CIRCUS,0,512,0,510,BENNIE PU SATCHEL,December-16,0,"0 years, 0 months",SA,BAGS,BAGS,Ladies,LADIES
12023778,Stock,$132.66 ,$226.92 ,LICENSE,10.0%,CZ  ,SAM EDELMAN,CIRCUS,0,548,0,546,JETHRO PATHWORK CROSSBODY ,December-16,0,"0 years, 0 months",CR,BAGS,BAGS,Ladies,LADIES
12023872,Stock,$103.23 ,$175.20 ,LICENSE,10.0%,CZ  ,SAM EDELMAN,CIRCUS,0,257,0,127,WESTON CROSSBODY,December-16,0,"0 years, 0 months",CR,BAGS,BAGS,Ladies,LADIES
12023872,Stock,$103.23 ,$175.20 ,LICENSE,10.0%,CZ  ,SAM EDELMAN,CIRCUS,0,119,0,119,WESTON CROSSBODY,December-16,0,"0 years, 0 months",CR,BAGS,BAGS,Ladies,LADIES
12023932,Stock,$79.59 ,$136.08 ,LICENSE,10.0%,CZ  ,SAM EDELMAN,CIRCUS,0,250,0,250,LYANNA CLUTCH ,December-16,0,"0 years, 0 months",CT,BAGS,BAGS,Ladies,LADIES
29423071,Stock,$582.56 ,$989.64 ,LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,348,0,339,PAYTON TOTE,December-16,0,"0 years, 0 months",TT,BAGS,BAGS,Ladies,LADIES
29423071,Stock,$582.56 ,$989.64 ,LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,222,0,219,PAYTON TOTE,December-16,0,"0 years, 0 months",TT,BAGS,BAGS,Ladies,LADIES
30822481,Stock,$922.17 ,"$1,559.04 ",LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,100,0,98,LAUREN SHOULDER BAG,December-16,0,"0 years, 0 months",SR,BAGS,BAGS,Ladies,LADIES
28719642,Stock,$109.84 ,$183.36 ,PRIVATE LABEL,,FS  ,,FRANCO SARTO,0,186,0,180,FRANCO SARTO KATE HANDBAG ,December-16,0,"0 years, 0 months",TT,BAGS,BAGS,Ladies,LADIES
28719642,Stock,$109.84 ,$183.36 ,PRIVATE LABEL,,FS  ,,FRANCO SARTO,0,246,0,239,FRANCO SARTO KATE HANDBAG ,December-16,0,"0 years, 0 months",TT,BAGS,BAGS,Ladies,LADIES
28719644,Stock,$76.56 ,$129.12 ,PRIVATE LABEL,,FS  ,,FRANCO SARTO,0,198,0,195,FRANCO SARTO JOYCE CROSSBODY ,December-16,0,"0 years, 0 months",CR,BAGS,BAGS,Ladies,LADIES
28719645,Stock,$133.27 ,$221.64 ,PRIVATE LABEL,,FS  ,,FRANCO SARTO,0,240,0,240,FRANCO SARTO BARBARA SHOPPER HANDBAG  ,December-16,0,"0 years, 0 months",TT,BAGS,BAGS,Ladies,LADIES
28719649,Stock,$71.57 ,$118.92 ,PRIVATE LABEL,,FS  ,,FRANCO SARTO,0,336,0,336,FRANCO SARTO ANDY CROSSBODY ,December-16,0,"0 years, 0 months",CR,BAGS,BAGS,Ladies,LADIES
28719653,Stock,$110.46 ,$184.44 ,PRIVATE LABEL,,FS  ,,FRANCO SARTO,0,282,0,282,FRANCO SARTO RACHEL HANDBAG  ,December-16,0,"0 years, 0 months",TT,BAGS,BAGS,Ladies,LADIES
28719653,Stock,$110.46 ,$184.44 ,PRIVATE LABEL,,FS  ,,FRANCO SARTO,0,252,0,252,FRANCO SARTO RACHEL HANDBAG  ,December-16,0,"0 years, 0 months",TT,BAGS,BAGS,Ladies,LADIES
28719661,Stock,$103.40 ,$173.28 ,PRIVATE LABEL,,FS  ,,FRANCO SARTO,0,246,0,241,FRANCO SARTO MICHELLE MINI HANDBAG  ,December-16,0,"0 years, 0 months",TT,BAGS,BAGS,Ladies,LADIES
