item_num,inventory_type,COST,sell_price,SBU TYPE,ROYALTY FEE,prod_line code,LICENSOR,product line,qty_in_transit units,qty_due_maker units,qty_on_hand units,ATS units,description_long,LAST REC DATE,AGE OF INVENTORY DAYS,AGE OF INVENTORY YEAR,commodity code,class,Sub-Class,gender_id,GENDER GROUP
28719628,Stock,$123.52 ,$191.40 ,LICENSE,2.0%,LT  ,LATQ,LATIQUE,0,80,0,80,CAMPANIA HANDBAG,April-16,244,"0 years, 8 months",TT,BAGS,BAGS,Ladies,LADIES
28719832,Made to Order,$91.46 ,$143.64 ,LICENSE,2.0%,LT  ,LATQ,LATIQUE,0,"1,092",0,"1,092",GENENE STUDDED CROSSBODY,April-16,244,"0 years, 8 months",CR,BAGS,BAGS,Ladies,LADIES
28719783,Stock,$177.77 ,$298.32 ,LICENSE,4.0%,NN  ,NANETTE LEPORE,NL,0,30,0,30,HANNAH PRINTED HANDBAG ,April-16,244,"0 years, 8 months",TT,BAGS,BAGS,Ladies,LADIES
12023872,Stock,$104.63 ,$177.48 ,LICENSE,10.0%,CZ  ,SAM EDELMAN,CIRCUS,0,193,0,73,WESTON CROSSBODY,April-16,244,"0 years, 8 months",CR,BAGS,BAGS,Ladies,LADIES
29423101,Stock,$478.52 ,$813.48 ,LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,246,0,246,FIFI MINI BUCKET CROSSBODY ,April-16,244,"0 years, 8 months",CR,BAGS,BAGS,Ladies,LADIES
30821187,Stock,$557.80 ,$949.44 ,LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,250,0,250,KARINA HOBO,April-16,244,"0 years, 8 months",HO,BAGS,BAGS,Ladies,LADIES
12028995,Made to Order,$82.92 ,$141.60 ,PRIVATE LABEL,,BZ  ,,BRASS PLUM,0,"1,400",0,800,STRIPE HANDBAG,April-16,244,"0 years, 8 months",TT,BAGS,BAGS,Ladies,LADIES
12028995,Made to Order,$82.92 ,$141.60 ,PRIVATE LABEL,,BZ  ,,BRASS PLUM,0,50,0,30,STRIPE HANDBAG,April-16,244,"0 years, 8 months",TT,BAGS,BAGS,Ladies,LADIES
28719650,Stock,$121.55 ,$202.56 ,PRIVATE LABEL,,FS  ,,FRANCO SARTO,0,558,0,553,FRANCO SARTO MONICA HOBO ,April-16,244,"0 years, 8 months",HO,BAGS,BAGS,Ladies,LADIES
28719668,Stock,$109.84 ,$183.36 ,PRIVATE LABEL,,FS  ,,FRANCO SARTO,0,174,0,174,FRANCO SARTO BRANDY DOME SATCHEL ,April-16,244,"0 years, 8 months",SA,BAGS,BAGS,Ladies,LADIES
28719668,Stock,$109.84 ,$183.36 ,PRIVATE LABEL,,FS  ,,FRANCO SARTO,0,300,0,275,FRANCO SARTO BRANDY DOME SATCHEL ,April-16,244,"0 years, 8 months",SA,BAGS,BAGS,Ladies,LADIES
12018973,Made to Order,$108.63 ,$165.00 ,PRIVATE LABEL,,ZZ  ,,LADIES MISC CUSTOMER LABEL,0,8,0,8,MILEY MINI HANDBAG,April-16,244,"0 years, 8 months",TT,BAGS,BAGS,Ladies,LADIES
27820701,Made to Order,$35.91 ,$53.76 ,PRIVATE LABEL,,MM  ,,MINICCI LADIES BLACK,0,"2,160",0,"2,160",SADIE CROSSBODY,April-16,244,"0 years, 8 months",CR,BAGS,BAGS,Ladies,LADIES
12020319,Replenishment,$22.08 ,$36.72 ,PRIVATE LABEL,,NB  ,,NO BOUNDARIES,0,"2,880",0,"2,880",LOLA JUNGLE FEVER SET OF 2 CLUTCHES,April-16,244,"0 years, 8 months",CT,BAGS,BAGS,Ladies,LADIES
12015809,Made to Order,$42.56 ,$65.40 ,PRIVATE LABEL,,NB  ,,NO BOUNDARIES,0,"18,000",0,"18,000",BECCA DISTRESSED PU FOLDOVER XBODY,April-16,244,"0 years, 8 months",CR,BAGS,BAGS,Ladies,LADIES
12015809,Made to Order,$42.56 ,$65.40 ,PRIVATE LABEL,,NB  ,,NO BOUNDARIES,0,"1,456",0,"1,456",BECCA DISTRESSED PU FOLDOVER XBODY,April-16,244,"0 years, 8 months",CR,BAGS,BAGS,Ladies,LADIES
12016733,Stock,$39.97 ,$61.08 ,HOUSE,,TO  ,,TWIG AND ARROW,0,192,0,192,BRIAR TWIN PRINT CANVAS FLAP CROSSBODY,April-16,244,"0 years, 8 months",CR,BAGS,BAGS,Ladies,LADIES
12017214,Stock,$142.79 ,$242.76 ,HOUSE,,TO  ,,TWIG AND ARROW,0,367,0,367,ELLA PU HOBO,April-16,244,"0 years, 8 months",HO,BAGS,BAGS,Ladies,LADIES
12016733,Made to Order,$41.93 ,$66.36 ,HOUSE,,TO  ,,TWIG AND ARROW,0,408,0,408,BRIAR TWIN PRINT CANVAS FLAP CROSSBODY,April-16,244,"0 years, 8 months",CR,BAGS,BAGS,Ladies,LADIES
28719314,Made to Order,$134.50 ,$204.12 ,LICENSE,2.0%,WM  ,LATQ,SPECIAL MARKETS,0,12,0,12,SALENE QUILTED HANDBAG,May-16,214,"0 years, 7 months",TT,BAGS,BAGS,Ladies,LADIES
28819720,Stock,$286.79 ,$479.52 ,LICENSE,4.0%,NL  ,NANETTE LEPORE,NL,0,84,0,84,GRACE LEATHER XBODY ,May-16,214,"0 years, 7 months",CR,BAGS,BAGS,Ladies,LADIES
28819721,Stock,$694.60 ,"$1,159.92 ",LICENSE,4.0%,NL  ,NANETTE LEPORE,NL,0,108,0,108,ZOEY LEATHER SATCHEL,May-16,214,"0 years, 7 months",SA,BAGS,BAGS,Ladies,LADIES
28819738,Stock,$417.36 ,$694.08 ,LICENSE,4.0%,NL  ,NANETTE LEPORE,NL,0,72,0,72,BELLA CONVERTIBLE XBODY/CLUTCH ,May-16,214,"0 years, 7 months",CR,BAGS,BAGS,Ladies,LADIES
28719807,Stock,$150.03 ,$253.08 ,LICENSE,4.0%,NN  ,NANETTE LEPORE,NL,0,72,0,72,CARRIE PU W/FABRIC SATCHEL,May-16,214,"0 years, 7 months",SA,BAGS,BAGS,Ladies,LADIES
12023732,Stock,$225.77 ,$388.08 ,LICENSE,10.0%,CZ  ,SAM EDELMAN,CIRCUS,0,455,0,455,BENNIE PU SATCHEL,May-16,214,"0 years, 7 months",SA,BAGS,BAGS,Ladies,LADIES
12023932,Stock,$79.59 ,$136.08 ,LICENSE,10.0%,CZ  ,SAM EDELMAN,CIRCUS,0,274,0,154,LYANNA CLUTCH ,May-16,214,"0 years, 7 months",CT,BAGS,BAGS,Ladies,LADIES
12024106,Stock,$56.54 ,$101.88 ,LICENSE,10.0%,CZ  ,SAM EDELMAN,CIRCUS,600,126,0,601,FRIES B4 GUYS GRAPHIC CANVAS HANDBAG,May-16,214,"0 years, 7 months",TT,BAGS,BAGS,Ladies,LADIES
28821195,Stock,$223.78 ,$378.24 ,LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,120,0,120,MINI ANNABELLE FRINGE CROSSBODY,May-16,214,"0 years, 7 months",CR,BAGS,BAGS,Ladies,LADIES
29423082,Stock,$247.57 ,$418.68 ,LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,48,0,48,CAMILLA FRINGE XBODY ,May-16,214,"0 years, 7 months",CR,BAGS,BAGS,Ladies,LADIES
29423082,Stock,$245.32 ,$414.84 ,LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,120,0,110,CAMILLA FRINGE XBODY ,May-16,214,"0 years, 7 months",CR,BAGS,BAGS,Ladies,LADIES
29423089,Stock,$545.18 ,$926.64 ,LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,228,0,197,FIFI BACKPACK ,May-16,214,"0 years, 7 months",BP,BAGS,BAGS,Ladies,LADIES
28824031,Made to Order,$297.27 ,$501.96 ,LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,240,0,237,CAMILLE FRINGE FLAP MINI BAG,May-16,214,"0 years, 7 months",MN,BAGS,BAGS,Ladies,LADIES
12035091,Made to Order,$4.85 ,$10.32 ,PRIVATE LABEL,,BZ  ,,BRASS PLUM,0,300,0,300,TIERED FRINGE CROSSBODY ,May-16,214,"0 years, 7 months",CR,BAGS,BAGS,Ladies,LADIES
28719645,Stock,$133.27 ,$221.64 ,PRIVATE LABEL,,FS  ,,FRANCO SARTO,0,174,0,171,FRANCO SARTO BARBARA SHOPPER HANDBAG  ,May-16,214,"0 years, 7 months",TT,BAGS,BAGS,Ladies,LADIES
28719648,Stock,$109.23 ,$182.40 ,PRIVATE LABEL,,FS  ,,FRANCO SARTO,0,348,0,348,FRANCO SARTO EMILY MESSENGER ,May-16,214,"0 years, 7 months",CR,BAGS,BAGS,Ladies,LADIES
28719654,Stock,$112.31 ,$187.44 ,PRIVATE LABEL,,FS  ,,FRANCO SARTO,0,204,0,204,FRANCO SARTO JESSICA HANDBAG,May-16,214,"0 years, 7 months",TT,BAGS,BAGS,Ladies,LADIES
12106381,Replenishment,$31.46 ,$56.52 ,PRIVATE LABEL,,NB  ,,NO BOUNDARIES,0,"29,136",0,"29,136",TWIN PRINTS CHECKBOOK WALLET ,May-16,214,"0 years, 7 months",WT,BAGS,WALLET,Ladies,LADIES
12106381,Replenishment,$31.46 ,$56.52 ,PRIVATE LABEL,,NB  ,,NO BOUNDARIES,0,"38,856",0,"38,856",TWIN PRINTS CHECKBOOK WALLET ,May-16,214,"0 years, 7 months",WT,BAGS,WALLET,Ladies,LADIES
12022372,Stock,$108.68 ,$180.36 ,HOUSE,,TO  ,,TWIG AND ARROW,0,408,0,408,CHLOE PRINTED TASSELS HANDBAG ,May-16,214,"0 years, 7 months",TT,BAGS,BAGS,Ladies,LADIES
12023010,Stock,$45.60 ,$68.88 ,HOUSE,,TO  ,,TWIG AND ARROW,0,340,0,340,HAZEL PRINTED CANVAS XBODY W/POMPOMS,May-16,214,"0 years, 7 months",CR,BAGS,BAGS,Ladies,LADIES
12018837,Made to Order,$62.68 ,$95.52 ,HOUSE,,TO  ,,TWIG AND ARROW,0,408,0,408,PEPPA PRINTED HEAVY CANVAS HANDBAG,May-16,214,"0 years, 7 months",TT,BAGS,BAGS,Ladies,LADIES
28719833,Made to Order,$118.59 ,$184.08 ,LICENSE,2.0%,LT  ,LATQ,LATIQUE,0,486,0,486,GENENE STUDDED HOBO,June-16,183,"0 years, 6 months",HO,BAGS,BAGS,Ladies,LADIES
28719314,Made to Order,$127.72 ,$194.04 ,LICENSE,2.0%,WM  ,LATQ,SPECIAL MARKETS,0,12,0,12,SALENE QUILTED HANDBAG,June-16,183,"0 years, 6 months",TT,BAGS,BAGS,Ladies,LADIES
28719783,Made to Order,$177.77 ,$298.32 ,LICENSE,4.0%,NN  ,NANETTE LEPORE,NL,0,211,0,1,HANNAH PRINTED HANDBAG ,June-16,183,"0 years, 6 months",TT,BAGS,BAGS,Ladies,LADIES
12023858,Stock,$131.37 ,$223.92 ,LICENSE,10.0%,CZ  ,SAM EDELMAN,CIRCUS,0,469,0,460,SKYE PATCHWORK FLAP CROSSBODY ,June-16,183,"0 years, 6 months",CR,BAGS,BAGS,Ladies,LADIES
28720131,Stock,$572.73 ,$971.28 ,LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,186,0,156,MICHELLE FLAP SHDR BAG,June-16,183,"0 years, 6 months",SR,BAGS,BAGS,Ladies,LADIES
28824031,Stock,$252.01 ,$425.88 ,LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,96,0,96,CAMILLE FRINGE FLAP MINI BAG,June-16,183,"0 years, 6 months",MN,BAGS,BAGS,Ladies,LADIES
28824031,Stock,$297.27 ,$501.96 ,LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,180,0,180,CAMILLE FRINGE FLAP MINI BAG,June-16,183,"0 years, 6 months",MN,BAGS,BAGS,Ladies,LADIES
30820994,Stock,$372.37 ,$650.04 ,LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,110,0,110,KATHLYN CLUTCH,June-16,183,"0 years, 6 months",CT,BAGS,BAGS,Ladies,LADIES
12016614,Made to Order,$82.46 ,$127.68 ,PRIVATE LABEL,,BZ  ,,BRASS PLUM,0,20,0,20,FRINGE MINI BUCKET CROSSBODY,June-16,183,"0 years, 6 months",CR,BAGS,BAGS,Ladies,LADIES
28719644,Stock,$76.56 ,$129.12 ,PRIVATE LABEL,,FS  ,,FRANCO SARTO,0,246,0,227,FRANCO SARTO JOYCE CROSSBODY ,June-16,183,"0 years, 6 months",CR,BAGS,BAGS,Ladies,LADIES
28719644,Stock,$76.56 ,$129.12 ,PRIVATE LABEL,,FS  ,,FRANCO SARTO,0,192,0,192,FRANCO SARTO JOYCE CROSSBODY ,June-16,183,"0 years, 6 months",CR,BAGS,BAGS,Ladies,LADIES
28719648,Stock,$109.23 ,$182.40 ,PRIVATE LABEL,,FS  ,,FRANCO SARTO,0,360,0,357,FRANCO SARTO EMILY MESSENGER ,June-16,183,"0 years, 6 months",CR,BAGS,BAGS,Ladies,LADIES
28719648,Stock,$109.23 ,$182.40 ,PRIVATE LABEL,,FS  ,,FRANCO SARTO,0,198,0,198,FRANCO SARTO EMILY MESSENGER ,June-16,183,"0 years, 6 months",CR,BAGS,BAGS,Ladies,LADIES
28719649,Stock,$71.57 ,$118.92 ,PRIVATE LABEL,,FS  ,,FRANCO SARTO,0,432,0,423,FRANCO SARTO ANDY CROSSBODY ,June-16,183,"0 years, 6 months",CR,BAGS,BAGS,Ladies,LADIES
28719649,Stock,$71.57 ,$118.92 ,PRIVATE LABEL,,FS  ,,FRANCO SARTO,0,168,0,168,FRANCO SARTO ANDY CROSSBODY ,June-16,183,"0 years, 6 months",CR,BAGS,BAGS,Ladies,LADIES
12020613,Made to Order,$19.52 ,$36.36 ,HOUSE,,LU  ,,LULU,0,185,0,185,ITS A SHORE THING REINFORCED PU COIN PUR,June-16,183,"0 years, 6 months",CP,BAGS,SMALL LEATHER,Ladies,LADIES
12015878,Replenishment,$22.08 ,$36.72 ,PRIVATE LABEL,,NB  ,,NO BOUNDARIES,0,"10,008",0,"10,008",LOLA SET OF 2 POUCH CLUTCH ,June-16,183,"0 years, 6 months",CT,BAGS,BAGS,Ladies,LADIES
12015878,Replenishment,$22.08 ,$36.72 ,PRIVATE LABEL,,NB  ,,NO BOUNDARIES,0,"6,084",0,"6,084",LOLA SET OF 2 POUCH CLUTCH ,June-16,183,"0 years, 6 months",CT,BAGS,BAGS,Ladies,LADIES
30714926,Replenishment,$37.76 ,$66.96 ,PRIVATE LABEL,,NB  ,,NO BOUNDARIES,0,"20,016",0,"20,016",SARA WOVEN HANDBAG ,June-16,183,"0 years, 6 months",TT,BAGS,BAGS,Ladies,LADIES
12087543,Made to Order,$43.81 ,$69.12 ,PRIVATE LABEL,,NB  ,,NO BOUNDARIES,0,"11,840",0,"11,840",ASSORTED KATE CROCHET SADDLE XBODY,June-16,183,"0 years, 6 months",CR,BAGS,BAGS,Ladies,LADIES
12087543,Made to Order,$43.81 ,$69.12 ,PRIVATE LABEL,,NB  ,,NO BOUNDARIES,0,"12,204",0,"12,204",ASSORTED KATE CROCHET SADDLE XBODY,June-16,183,"0 years, 6 months",CR,BAGS,BAGS,Ladies,LADIES
12022372,Stock,$108.68 ,$180.36 ,HOUSE,,TO  ,,TWIG AND ARROW,0,361,0,361,CHLOE PRINTED TASSELS HANDBAG ,June-16,183,"0 years, 6 months",TT,BAGS,BAGS,Ladies,LADIES
12022372,Stock,$108.68 ,$180.36 ,HOUSE,,TO  ,,TWIG AND ARROW,0,408,0,408,CHLOE PRINTED CANVAS TASSELS HANDBAG ,June-16,183,"0 years, 6 months",TT,BAGS,BAGS,Ladies,LADIES
12023010,Stock,$45.60 ,$68.88 ,HOUSE,,TO  ,,TWIG AND ARROW,0,315,0,315,HAZEL PRINTED CANVAS XBODY W/POMPOMS,June-16,183,"0 years, 6 months",CR,BAGS,BAGS,Ladies,LADIES
30722527,Stock,$57.65 ,$107.16 ,HOUSE,,TO  ,,TWIG AND ARROW,0,180,0,180,GAYANA HANDBAG,June-16,183,"0 years, 6 months",TT,BAGS,BAGS,Ladies,LADIES
12022415,Made to Order,$60.66 ,$92.52 ,HOUSE,,TO  ,,TWIG AND ARROW,0,408,0,408,CARLEY PU XBODY ,June-16,183,"0 years, 6 months",CR,BAGS,BAGS,Ladies,LADIES
28819721,Stock,$694.60 ,"$1,159.92 ",LICENSE,4.0%,NL  ,NANETTE LEPORE,NL,0,96,0,96,ZOEY LEATHER SATCHEL,July-16,153,"0 years, 5 months",SA,BAGS,BAGS,Ladies,LADIES
28819726,Stock,$660.34 ,"$1,104.24 ",LICENSE,4.0%,NL  ,NANETTE LEPORE,NL,0,174,0,174,CHARLOTTE LEATHER TOTE,July-16,153,"0 years, 5 months",TT,BAGS,BAGS,Ladies,LADIES
28719798,Stock,$164.21 ,$276.24 ,LICENSE,4.0%,NN  ,NANETTE LEPORE,NL,0,102,0,102,OLIVIA HANDBAG,July-16,153,"0 years, 5 months",TT,BAGS,BAGS,Ladies,LADIES
12023858,Stock,$128.57 ,$219.24 ,LICENSE,10.0%,CZ  ,SAM EDELMAN,CIRCUS,0,537,0,528,SKYE PATCHWORK FLAP CROSSBODY ,July-16,153,"0 years, 5 months",CR,BAGS,BAGS,Ladies,LADIES
29423071,Stock,$699.55 ,"$1,186.68 ",LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,180,0,177,PAYTON TOTE,July-16,153,"0 years, 5 months",TT,BAGS,BAGS,Ladies,LADIES
29423082,Stock,$256.61 ,$433.92 ,LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,240,0,237,CAMILLA FRINGE XBODY ,July-16,153,"0 years, 5 months",CR,BAGS,BAGS,Ladies,LADIES
30821187,Stock,$557.80 ,$949.44 ,LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,127,0,127,KARINA HOBO,July-16,153,"0 years, 5 months",HO,BAGS,BAGS,Ladies,LADIES
30821192,Stock,$322.66 ,$554.52 ,LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,419,0,419,CLAUDIA CROSSBODY,July-16,153,"0 years, 5 months",CR,BAGS,BAGS,Ladies,LADIES
30921199,Stock,$522.78 ,$885.12 ,LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,81,0,80,SYLVIA SATCHEL,July-16,153,"0 years, 5 months",SA,BAGS,BAGS,Ladies,LADIES
30921199,Stock,$572.95 ,$969.48 ,LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,234,0,234,SYLVIA SATCHEL,July-16,153,"0 years, 5 months",SA,BAGS,BAGS,Ladies,LADIES
30921200,Stock,$305.58 ,$519.84 ,LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,135,0,135,KATIE CROSSBODY,July-16,153,"0 years, 5 months",CR,BAGS,BAGS,Ladies,LADIES
30820994,Made to Order,$370.73 ,$647.40 ,LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,15,0,15,KATHLYN CLUTCH,July-16,153,"0 years, 5 months",CT,BAGS,BAGS,Ladies,LADIES
30820994,Made to Order,$382.17 ,$666.60 ,LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,20,0,20,KATHLYN CLUTCH,July-16,153,"0 years, 5 months",CT,BAGS,BAGS,Ladies,LADIES
28726802,Made to Order,$77.17 ,$115.44 ,PRIVATE LABEL,,CS  ,,CHRISTIAN SIRIANO,496,"1,000",0,"1,000",CHRISTIAN SIRIANO BETHANY ANNE SATCHEL,July-16,153,"0 years, 5 months",SA,BAGS,BAGS,Ladies,LADIES
28719647,Stock,$120.32 ,$200.52 ,PRIVATE LABEL,,FS  ,,FRANCO SARTO,0,210,0,206,FRANCO SARTO ROSE HANDBAG ,July-16,153,"0 years, 5 months",TT,BAGS,BAGS,Ladies,LADIES
28719656,Stock,$130.02 ,$213.36 ,PRIVATE LABEL,,FS  ,,FRANCO SARTO,0,270,0,270,FRANCO SARTO AMY STRAW HANDBAG ,July-16,153,"0 years, 5 months",TT,BAGS,BAGS,Ladies,LADIES
28719664,Stock,$137.58 ,$228.72 ,PRIVATE LABEL,,FS  ,,FRANCO SARTO,0,210,0,207,FRANCO SARTO MELINDA MESSENGER    ,July-16,153,"0 years, 5 months",CR,BAGS,BAGS,Ladies,LADIES
12019605,Made to Order,$9.89 ,$17.76 ,PRIVATE LABEL,,ZZ  ,,LADIES MISC CUSTOMER LABEL,0,"6,880",0,"2,134",NEED TO SEE REINFORCED PRINT PU ID CARD ,July-16,153,"0 years, 5 months",WT,BAGS,WALLET,Ladies,LADIES
12020613,Made to Order,$21.87 ,$40.68 ,HOUSE,,LU  ,,LULU,0,190,0,190,ITS A SHORE THING REINFORCED PU COIN PUR,July-16,153,"0 years, 5 months",CP,BAGS,SMALL LEATHER,Ladies,LADIES
12015878,Replenishment,$22.08 ,$36.72 ,PRIVATE LABEL,,NB  ,,NO BOUNDARIES,0,"10,008",0,"10,008",LOLA SET OF 2 POUCH CLUTCH ,July-16,153,"0 years, 5 months",CT,BAGS,BAGS,Ladies,LADIES
12015809,Made to Order,$42.56 ,$65.40 ,PRIVATE LABEL,,NB  ,,NO BOUNDARIES,0,"2,550",0,"2,550",BECCA DISTRESSED PU FOLDOVER XBODY,July-16,153,"0 years, 5 months",CR,BAGS,BAGS,Ladies,LADIES
12018837,Stock,$68.36 ,$112.44 ,HOUSE,,TO  ,,TWIG AND ARROW,0,72,0,72,PEPPA PRINTED HEAVY CANVAS HANDBAG,July-16,153,"0 years, 5 months",TT,BAGS,BAGS,Ladies,LADIES
12018837,Stock,$68.36 ,$112.44 ,HOUSE,,TO  ,,TWIG AND ARROW,0,427,0,427,PEPPA PRINTED HEAVY CANVAS HANDBAG,July-16,153,"0 years, 5 months",TT,BAGS,BAGS,Ladies,LADIES
12019832,Stock,$68.90 ,$112.44 ,HOUSE,,TO  ,,TWIG AND ARROW,0,290,0,290,RIPLEY SLOUCHY XBODY,July-16,153,"0 years, 5 months",CR,BAGS,BAGS,Ladies,LADIES
12022162,Stock,$33.08 ,$50.16 ,HOUSE,,TO  ,,TWIG AND ARROW,0,341,0,341,PLACED PRINT CANVAS POUCH CLUTCH,July-16,153,"0 years, 5 months",CT,BAGS,BAGS,Ladies,LADIES
12022415,Stock,$68.11 ,$103.32 ,HOUSE,,TO  ,,TWIG AND ARROW,0,66,0,66,CARLEY COLORBLOCK PU XBODY ,July-16,153,"0 years, 5 months",CR,BAGS,BAGS,Ladies,LADIES
12023010,Stock,$45.60 ,$68.88 ,HOUSE,,TO  ,,TWIG AND ARROW,0,315,0,315,HAZEL PRINTED CANVAS XBODY W/POMPOMS,July-16,153,"0 years, 5 months",CR,BAGS,BAGS,Ladies,LADIES
12023336,Stock,$106.22 ,$176.52 ,HOUSE,,TO  ,,TWIG AND ARROW,0,600,0,600,TERRY PERF HANDBAG ,July-16,153,"0 years, 5 months",TT,BAGS,BAGS,Ladies,LADIES
12023336,Stock,$103.51 ,$172.56 ,HOUSE,,TO  ,,TWIG AND ARROW,0,540,0,540,TERRY PERF HANDBAG ,July-16,153,"0 years, 5 months",TT,BAGS,BAGS,Ladies,LADIES
30722535,Stock,$42.81 ,$69.24 ,HOUSE,,TO  ,,TWIG AND ARROW,0,180,0,180,GAYANA PASSPORT CROSSBODY ,July-16,153,"0 years, 5 months",CR,BAGS,BAGS,Ladies,LADIES
12013421,Stock,$60.11 ,$108.48 ,HOUSE,,TO  ,,TWIG AND ARROW,0,470,0,470,JAX PRINTED CANVAS WALLET ON A STRING,July-16,153,"0 years, 5 months",WT,BAGS,WALLET,Ladies,LADIES
12013421,Stock,$60.11 ,$108.48 ,HOUSE,,TO  ,,TWIG AND ARROW,0,878,0,878,JAX PRINTED CANVAS WALLET ON A STRING,July-16,153,"0 years, 5 months",WT,BAGS,WALLET,Ladies,LADIES
12064830,Made to Order,$37.69 ,$67.56 ,HOUSE,,TO  ,,TWIG AND ARROW,0,600,0,600,TWIN PRINT TRIFOLD WALLET ,July-16,153,"0 years, 5 months",WT,BAGS,WALLET,Ladies,LADIES
28719833,Made to Order,$118.59 ,$184.08 ,LICENSE,2.0%,LT  ,LATQ,LATIQUE,0,"1,092",0,"1,092",GENENE STUDDED HOBO,August-16,122,"0 years, 4 months",HO,BAGS,BAGS,Ladies,LADIES
28919707,Stock,$277.77 ,$418.08 ,LICENSE,2.0%,PE  ,LATQ,PERLINA,0,120,0,2,INTRIGUE LEATHER XBODY ,August-16,122,"0 years, 4 months",CR,BAGS,BAGS,Ladies,LADIES
28719781,Stock,$92.53 ,$153.12 ,LICENSE,4.0%,NN  ,NANETTE LEPORE,NL,0,180,0,180,HAYLEY TROPICAL PRINT XBODY ,August-16,122,"0 years, 4 months",CR,BAGS,BAGS,Ladies,LADIES
28719798,Stock,$171.60 ,$288.24 ,LICENSE,4.0%,NN  ,NANETTE LEPORE,NL,0,102,0,102,OLIVIA HANDBAG,August-16,122,"0 years, 4 months",TT,BAGS,BAGS,Ladies,LADIES
28719785,Made to Order,$172.22 ,$289.32 ,LICENSE,4.0%,NN  ,NANETTE LEPORE,NL,0,104,0,2,BECKY SATCHEL,August-16,122,"0 years, 4 months",SA,BAGS,BAGS,Ladies,LADIES
12023731,Stock,$208.48 ,$358.92 ,LICENSE,10.0%,CZ  ,SAM EDELMAN,CIRCUS,0,490,0,490,BENNIE MESH BARREL SATCHEL ,August-16,122,"0 years, 4 months",SA,BAGS,BAGS,Ladies,LADIES
12023794,Stock,$79.57 ,$136.08 ,LICENSE,10.0%,CZ  ,SAM EDELMAN,CIRCUS,0,"1,002",0,"1,002",KISS ME CROSSBODY,August-16,122,"0 years, 4 months",CR,BAGS,BAGS,Ladies,LADIES
12023872,Stock,$103.23 ,$175.20 ,LICENSE,10.0%,CZ  ,SAM EDELMAN,CIRCUS,0,154,0,154,WESTON CROSSBODY,August-16,122,"0 years, 4 months",CR,BAGS,BAGS,Ladies,LADIES
28720131,Stock,$572.73 ,$971.28 ,LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,210,0,175,MICHELLE FLAP SHDR BAG,August-16,122,"0 years, 4 months",SR,BAGS,BAGS,Ladies,LADIES
29423071,Stock,$699.55 ,"$1,186.68 ",LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,222,0,221,PAYTON TOTE,August-16,122,"0 years, 4 months",TT,BAGS,BAGS,Ladies,LADIES
29423071,Stock,$699.55 ,"$1,186.68 ",LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,198,0,198,PAYTON TOTE,August-16,122,"0 years, 4 months",TT,BAGS,BAGS,Ladies,LADIES
29423089,Stock,$545.18 ,$926.64 ,LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,168,0,134,FIFI BACKPACK ,August-16,122,"0 years, 4 months",BP,BAGS,BAGS,Ladies,LADIES
29423091,Stock,$691.47 ,"$1,171.80 ",LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,222,0,222,FIFI CLUTCH ,August-16,122,"0 years, 4 months",CT,BAGS,BAGS,Ladies,LADIES
30821189,Stock,$337.97 ,$573.96 ,LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,156,0,148,ARIANA XBODY ,August-16,122,"0 years, 4 months",CR,BAGS,BAGS,Ladies,LADIES
30921202,Stock,$340.69 ,$578.52 ,LICENSE,10.0%,SE  ,SAM EDELMAN,SAM EDELMAN,0,116,0,113,LOLITA CROSSBODY,August-16,122,"0 years, 4 months",CR,BAGS,BAGS,Ladies,LADIES
